const_parse	dep_parse	ner	question	questionid	storyid
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD did)
      (NP (PRP they))
      (VP (VBP stay)
        (NP-TMP (DT the) (NN night))))
    (. ?)))"	"Why	WRB	4	advmod
did	VBD	4	aux
they	PRP	4	nsubj
stay	VBP	0	ROOT
the	DT	6	det
night	NN	4	dobj
?	.	4	punct
"	"[{'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'night', 'characterOffsetBegin': 22, 'characterOffsetEnd': 27, 'ner': 'TIME', 'normalizedNER': 'TNI', 'timex': {'tid': 't1', 'type': 'TIME', 'value': 'TNI'}}]"	Why did they stay the night?	mc500.train.0_Q5	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD traded)
        (NP (NNS stories))))
    (. ?)))"	"Who	WP	2	nsubj
traded	VBD	0	ROOT
stories	NNS	2	dobj
?	.	2	punct
"	[]	Who traded stories?	mc500.train.0_Q6	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD went)
        (PP (TO to)
          (NP (DT the) (NN beach)))))
    (. ?)))"	"Who	WP	2	nsubj
went	VBD	0	ROOT
to	TO	5	case
the	DT	5	det
beach	NN	2	nmod
?	.	2	punct
"	[]	Who went to the beach?	mc500.train.0_Q7	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (NP
        (NP (DT the) (NN restaurant) (POS 's))
        (NP (JJ special))))
    (. ?)))"	"What	WP	0	ROOT
was	VBD	1	cop
the	DT	4	det
restaurant	NN	1	nsubj
's	POS	4	case
special	JJ	4	amod
?	.	1	punct
"	[]	What was the restaurant's special?	mc500.train.0_Q8	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Kristin))
      (VP (VB have)
        (S
          (VP (TO to)
            (VP (VB eat))))))
    (. ?)))"	"What	WP	4	dep
did	VBD	4	aux
Kristin	NNP	4	nsubj
have	VB	0	ROOT
to	TO	6	mark
eat	VB	4	xcomp
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Kristin', 'characterOffsetBegin': 9, 'characterOffsetEnd': 16, 'ner': 'PERSON'}]"	What did Kristin have to eat?	mc500.train.0_Q9	mc500.train.0
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (DT the) (NNS girls))
      (VP (VB go)
        (PP (IN for)
          (NP (NN dinner)))))
    (. ?)))"	"Where	WRB	5	advmod
did	VBD	5	aux
the	DT	4	det
girls	NNS	5	nsubj
go	VB	0	ROOT
for	IN	7	case
dinner	NN	5	nmod
?	.	5	punct
"	[]	Where did the girls go for dinner?	mc500.train.0_Q10	mc500.train.0
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (NNP Alyssa))
      (VP (VB meet)
        (NP (PRP$ her) (NNS friends))))
    (. ?)))"	"Where	WRB	4	advmod
did	VBD	4	aux
Alyssa	NNP	4	nsubj
meet	VB	0	ROOT
her	PRP$	6	nmod:poss
friends	NNS	4	dobj
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Alyssa', 'characterOffsetBegin': 10, 'characterOffsetEnd': 16, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'her', 'characterOffsetBegin': 22, 'characterOffsetEnd': 25, 'ner': 'PERSON'}]"	Where did Alyssa meet her friends?	mc500.train.0_Q11	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Ellen)
        (CC and)
        (NNP Alyssa))
      (VP (VBP have)
        (S
          (VP (TO to)
            (VP (VB drink))))))
    (. ?)))"	"What	WP	6	dep
did	VBD	6	aux
Ellen	NNP	6	nsubj
and	CC	3	cc
Alyssa	NNP	3	conj
have	VBP	0	ROOT
to	TO	8	mark
drink	VB	6	xcomp
?	.	6	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Ellen', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Alyssa', 'characterOffsetBegin': 19, 'characterOffsetEnd': 25, 'ner': 'PERSON'}]"	What did Ellen and Alyssa have to drink?	mc500.train.0_Q12	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NNS ladies))
      (VP (VBP do)
        (PP (IN after)
          (NP (NN dinner)))))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
ladies	NNS	5	nsubj
do	VBP	0	ROOT
after	IN	7	case
dinner	NN	5	nmod
?	.	5	punct
"	[]	What did the ladies do after dinner?	mc500.train.0_Q13	mc500.train.0
"(ROOT
  (S
    (VP (VBD Did)
      (SBAR
        (S
          (NP
            (NP (NNP Alyssa))
            (CC and)
            (NP (PRP$ her) (NNS friends)))
          (VP (VBP have)
            (NP
              (NP (DT a) (NN lot))
              (PP (IN of)
                (NP (NN fun))))))))
    (. ?)))"	"Did	VBD	6	aux
Alyssa	NNP	6	nsubj
and	CC	2	cc
her	PRP$	5	nmod:poss
friends	NNS	2	conj
have	VBP	0	ROOT
a	DT	8	det
lot	NN	6	dobj
of	IN	10	case
fun	NN	8	nmod
?	.	6	punct
"	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Alyssa', 'characterOffsetBegin': 4, 'characterOffsetEnd': 10, 'ner': 'PERSON'}, {'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'her', 'characterOffsetBegin': 15, 'characterOffsetEnd': 18, 'ner': 'PERSON'}]"	Did Alyssa and her friends have a lot of fun?	mc500.train.0_Q14	mc500.train.0
"(ROOT
  (SQ (VBD Did)
    (NP (NNP Alyssa))
    (VP (VB go)
      (NP (VBG swimming)))
    (. ?)))"	"Did	VBD	3	aux
Alyssa	NNP	3	nsubj
go	VB	0	ROOT
swimming	VBG	3	xcomp
?	.	3	punct
"	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Alyssa', 'characterOffsetBegin': 4, 'characterOffsetEnd': 10, 'ner': 'PERSON'}]"	Did Alyssa go swimming?	mc500.train.0_Q15	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (PRP she))
      (VP (VB do)
        (SBAR (IN while)
          (FRAG
            (PP (IN at)
              (NP (DT the) (NN beach)))))))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
she	PRP	4	nsubj
do	VB	0	ROOT
while	IN	8	mark
at	IN	8	case
the	DT	8	det
beach	NN	4	advcl
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'she', 'characterOffsetBegin': 9, 'characterOffsetEnd': 12, 'ner': 'PERSON'}]"	What did she do while at the beach?	mc500.train.0_Q16	mc500.train.0
"(ROOT
  (SQ (VBD Did)
    (NP (NNP Alyssa))
    (VP (VB take)
      (NP (DT a) (JJ long) (NN trip)))
    (. ?)))"	"Did	VBD	3	aux
Alyssa	NNP	3	nsubj
take	VB	0	ROOT
a	DT	6	det
long	JJ	6	amod
trip	NN	3	dobj
?	.	3	punct
"	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Alyssa', 'characterOffsetBegin': 4, 'characterOffsetEnd': 10, 'ner': 'PERSON'}]"	Did Alyssa take a long trip?	mc500.train.0_Q17	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WDT What) (NN city))
    (SQ (VBZ is)
      (NP (NNP Alyssa))
      (PP (IN in)))
    (. ?)))"	"What	WDT	2	det
city	NN	3	nsubj
is	VBZ	0	ROOT
Alyssa	NNP	3	nsubj
in	IN	3	dep
?	.	3	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Alyssa', 'characterOffsetBegin': 13, 'characterOffsetEnd': 19, 'ner': 'PERSON'}]"	What city is Alyssa in?	mc500.train.0_Q18	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Alyssa))
      (VP (VB eat)
        (PP (IN at)
          (NP (DT the) (NN restaurant)))))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
Alyssa	NNP	4	nsubj
eat	VB	0	ROOT
at	IN	7	case
the	DT	7	det
restaurant	NN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Alyssa', 'characterOffsetBegin': 9, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"	What did Alyssa eat at the restaurant?	mc500.train.0_Q19	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBD did)
      (NP (NNP Alyssa))
      (VP (VB call)))
    (. ?)))"	"Who	WP	4	dobj
did	VBD	4	aux
Alyssa	NNP	4	nsubj
call	VB	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Alyssa', 'characterOffsetBegin': 8, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"	Who did Alyssa call?	mc500.train.0_Q20	mc500.train.0
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD did)
      (NP (DT the) (NNS ladies))
      (VP (VBP go)
        (ADVP (RB back))
        (PP (TO to)
          (NP
            (NP (NNP Ellen) (POS 's))
            (NN house)))))
    (. ?)))"	"Why	WRB	5	advmod
did	VBD	5	aux
the	DT	4	det
ladies	NNS	5	nsubj
go	VBP	0	ROOT
back	RB	5	advmod
to	TO	10	case
Ellen	NNP	10	nmod:poss
's	POS	8	case
house	NN	6	nmod
?	.	5	punct
"	"[{'docTokenBegin': 7, 'docTokenEnd': 8, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'Ellen', 'characterOffsetBegin': 30, 'characterOffsetEnd': 35, 'ner': 'PERSON'}]"	Why did the ladies go back to Ellen's house?	mc500.train.0_Q21	mc500.train.0
"(ROOT
  (SBARQ
    (PP (IN In)
      (NP (NNP Miami)))
    (, ,)
    (WHADVP (WRB where))
    (SQ (VBD did)
      (NP (NNP Alyssa))
      (VP (VB go)
        (ADVP (RB first))))
    (. ?)))"	"In	IN	2	case
Miami	NNP	0	ROOT
,	,	2	punct
where	WRB	7	advmod
did	VBD	7	aux
Alyssa	NNP	7	nsubj
go	VB	2	acl:relcl
first	RB	7	advmod
?	.	2	punct
"	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Miami', 'characterOffsetBegin': 3, 'characterOffsetEnd': 8, 'ner': 'CITY'}, {'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'Alyssa', 'characterOffsetBegin': 20, 'characterOffsetEnd': 26, 'ner': 'PERSON'}, {'docTokenBegin': 7, 'docTokenEnd': 8, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'first', 'characterOffsetBegin': 30, 'characterOffsetEnd': 35, 'ner': 'ORDINAL', 'normalizedNER': '1.0'}]"	"In Miami, where did Alyssa go first?"	mc500.train.0_Q22	mc500.train.0
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (NNP Alyssa))
      (VP (VB go)
        (PP (IN after)
          (NP (DT the) (NN beach)))))
    (. ?)))"	"Where	WRB	4	advmod
did	VBD	4	aux
Alyssa	NNP	4	nsubj
go	VB	0	ROOT
after	IN	7	case
the	DT	7	det
beach	NN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Alyssa', 'characterOffsetBegin': 10, 'characterOffsetEnd': 16, 'ner': 'PERSON'}]"	Where did Alyssa go after the beach?	mc500.train.0_Q23	mc500.train.0
"(ROOT
  (SBARQ
    (WHADVP (WRB When))
    (SQ (VBD did)
      (NP (NNP Kelly))
      (VP (VB wake)
        (PRT (RP up))))
    (. ?)))"	"When	WRB	4	advmod
did	VBD	4	aux
Kelly	NNP	4	nsubj
wake	VB	0	ROOT
up	RP	4	compound:prt
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Kelly', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"	When did Kelly wake up?	mc500.train.18_Q0	mc500.train.18
"(ROOT
  (SBARQ
    (WHNP (WP what))
    (SQ (VBD did)
      (NP (NNP Kelly))
      (VP (VB do)
        (SBAR (IN after)
          (S
            (NP (PRP she))
            (VP (VBD woke)
              (PRT (RP up)))))))
    (. ?)))"	"what	WP	4	dobj
did	VBD	4	aux
Kelly	NNP	4	nsubj
do	VB	0	ROOT
after	IN	7	mark
she	PRP	7	nsubj
woke	VBD	4	advcl
up	RP	7	compound:prt
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Kelly', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}, {'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'she', 'characterOffsetBegin': 24, 'characterOffsetEnd': 27, 'ner': 'PERSON'}]"	what did Kelly do after she woke up?	mc500.train.18_Q1	mc500.train.18
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBZ is)
      (ADJP (JJ big)
        (CC and)
        (JJ beautiful)))
    (. ?)))"	"What	WP	0	ROOT
is	VBZ	1	cop
big	JJ	1	nsubj
and	CC	3	cc
beautiful	JJ	3	conj
?	.	1	punct
"	[]	What is big and beautiful?	mc500.train.18_Q2	mc500.train.18
"(ROOT
  (SBARQ
    (WHNP (WP what))
    (SQ (VBD did)
      (NP (NNP Kelly))
      (VP (VB get)))
    (. ?)))"	"what	WP	4	dobj
did	VBD	4	aux
Kelly	NNP	4	nsubj
get	VB	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Kelly', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"	what did Kelly get?	mc500.train.18_Q3	mc500.train.18
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Kelly))
      (VP (VB collect)
        (PP (IN as)
          (NP (DT a) (JJ present)))))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
Kelly	NNP	4	nsubj
collect	VB	0	ROOT
as	IN	7	case
a	DT	7	det
present	JJ	4	advcl
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Kelly', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}, {'docTokenBegin': 6, 'docTokenEnd': 7, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'present', 'characterOffsetBegin': 28, 'characterOffsetEnd': 35, 'ner': 'DATE', 'normalizedNER': 'PRESENT_REF', 'timex': {'tid': 't1', 'type': 'DATE', 'value': 'PRESENT_REF'}}]"	What did Kelly collect as a present?	mc500.train.18_Q4	mc500.train.18
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD were)
      (NP (DT the) (JJS best) (NNS flowers)))
    (. ?)))"	"Where	WRB	2	advmod
were	VBD	0	ROOT
the	DT	5	det
best	JJS	5	amod
flowers	NNS	2	nsubj
?	.	2	punct
"	[]	Where were the best flowers?	mc500.train.18_Q5	mc500.train.18
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (NNP Kelly))
      (VP
        (ADVP (RB finally))
        (VB hide)
        (NP (DT the) (NNS flowers))))
    (. ?)))"	"Where	WRB	5	advmod
did	VBD	5	aux
Kelly	NNP	5	nsubj
finally	RB	5	advmod
hide	VB	0	ROOT
the	DT	7	det
flowers	NNS	5	dobj
?	.	5	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Kelly', 'characterOffsetBegin': 10, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"	Where did Kelly finally hide the flowers?	mc500.train.18_Q6	mc500.train.18
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD was)
      (NP
        (NP (NNP Kelly))
        (PP (IN in)
          (NP (DT a) (NN hurry)))))
    (. ?)))"	"Why	WRB	0	ROOT
was	VBD	1	dep
Kelly	NNP	2	nsubj
in	IN	6	case
a	DT	6	det
hurry	NN	3	nmod
?	.	1	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Kelly', 'characterOffsetBegin': 8, 'characterOffsetEnd': 13, 'ner': 'PERSON'}]"	Why was Kelly in a hurry?	mc500.train.18_Q7	mc500.train.18
"(ROOT
  (SBARQ
    (WHADVP (WRB How))
    (SQ (VBD did)
      (NP (NNP Kelly))
      (VP (VB feel)
        (SBAR
          (WHADVP (WRB when))
          (S
            (NP (PRP$ her) (NN mother))
            (VP (VBD woke)
              (PRT (RP up)))))))
    (. ?)))"	"How	WRB	4	advmod
did	VBD	4	aux
Kelly	NNP	4	nsubj
feel	VB	0	ROOT
when	WRB	8	advmod
her	PRP$	7	nmod:poss
mother	NN	8	nsubj
woke	VBD	4	advcl
up	RP	8	compound:prt
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Kelly', 'characterOffsetBegin': 8, 'characterOffsetEnd': 13, 'ner': 'PERSON'}, {'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'her', 'characterOffsetBegin': 24, 'characterOffsetEnd': 27, 'ner': 'PERSON'}]"	How did Kelly feel when her mother woke up?	mc500.train.18_Q8	mc500.train.18
"(ROOT
  (SBARQ
    (WHNP (WDT what)
      (NP (NN size)))
    (SQ (VBD were)
      (NP (DT the) (JJ orange) (NNS ones)))
    (. ?)))"	"what	WDT	2	det
size	NN	3	dobj
were	VBD	0	ROOT
the	DT	6	det
orange	JJ	6	amod
ones	NNS	3	nsubj
?	.	3	punct
"	[]	what size were the orange ones?	mc500.train.18_Q9	mc500.train.18
"(ROOT
  (SBARQ
    (WHNP (WP what))
    (SQ (VBD did)
      (NP (NNP Kelly))
      (VP (VB hide)))
    (. ?)))"	"what	WP	4	dobj
did	VBD	4	aux
Kelly	NNP	4	nsubj
hide	VB	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Kelly', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"	what did Kelly hide?	mc500.train.18_Q10	mc500.train.18
"(ROOT
  (SBARQ
    (WHNP (WDT Which) (NN flower))
    (SQ (VBD was)
      (NP
        (NP (NN mother) (POS 's))
        (NN favorite)))
    (. ?)))"	"Which	WDT	2	det
flower	NN	3	dobj
was	VBD	0	ROOT
mother	NN	6	nmod:poss
's	POS	4	case
favorite	NN	3	nsubj
?	.	3	punct
"	[]	Which flower was mother's favorite?	mc500.train.18_Q11	mc500.train.18
"(ROOT
  (SBARQ
    (WHNP (WDT What) (NN time))
    (SQ
      (VP (VBD did)
        (NP
          (NP (NNP Kelly) (POS 's))
          (NN mother) (NN wake))
        (ADVP (RB up))))
    (. ?)))"	"What	WDT	2	det
time	NN	7	nmod:tmod
did	VBD	7	aux
Kelly	NNP	6	nmod:poss
's	POS	4	case
mother	NN	7	nsubj
wake	NN	0	ROOT
up	RB	7	compound:prt
?	.	7	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Kelly', 'characterOffsetBegin': 14, 'characterOffsetEnd': 19, 'ner': 'PERSON'}]"	What time did Kelly's mother wake up?	mc500.train.18_Q12	mc500.train.18
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Kelly))
      (VP (VB use)
        (S
          (VP (TO to)
            (VP (VB tie)
              (NP (DT the) (NNS flowers))
              (ADVP (RB together)))))))
    (. ?)))"	"What	WP	4	dep
did	VBD	4	aux
Kelly	NNP	4	nsubj
use	VB	0	ROOT
to	TO	6	mark
tie	VB	4	xcomp
the	DT	8	det
flowers	NNS	6	dobj
together	RB	6	advmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Kelly', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"	What did Kelly use to tie the flowers together?	mc500.train.18_Q13	mc500.train.18
"(ROOT
  (SBARQ
    (WHNP (WP what))
    (SQ (VBD did)
      (NP (NNP Kelly))
      (VP (VB give)
        (NP (PRP$ her) (NN mom))
        (PP (IN as)
          (NP (DT a) (JJ present)))))
    (. ?)))"	"what	WP	4	dep
did	VBD	4	aux
Kelly	NNP	4	nsubj
give	VB	0	ROOT
her	PRP$	6	nmod:poss
mom	NN	4	dobj
as	IN	9	case
a	DT	9	det
present	JJ	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Kelly', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}, {'docTokenBegin': 8, 'docTokenEnd': 9, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'present', 'characterOffsetBegin': 33, 'characterOffsetEnd': 40, 'ner': 'DATE', 'normalizedNER': 'PRESENT_REF', 'timex': {'tid': 't1', 'type': 'DATE', 'value': 'PRESENT_REF'}}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'her', 'characterOffsetBegin': 20, 'characterOffsetEnd': 23, 'ner': 'PERSON'}]"	what did Kelly give her mom as a present?	mc500.train.18_Q14	mc500.train.18
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (NP
        (NP (PRP$ her) (NN baby) (NN sister) (POS 's))
        (NN name)))
    (. ?)))"	"What	WP	0	ROOT
was	VBD	1	cop
her	PRP$	5	nmod:poss
baby	NN	5	compound
sister	NN	7	nmod:poss
's	POS	5	case
name	NN	1	nsubj
?	.	1	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'her', 'characterOffsetBegin': 9, 'characterOffsetEnd': 12, 'ner': 'PERSON'}]"	What was her baby sister's name?	mc500.train.18_Q15	mc500.train.18
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD did)
      (NP (NNP Kelly))
      (VP (VB hide)
        (NP (DT the) (NNS flowers))
        (NP-TMP (DT a) (JJ second) (NN time))))
    (. ?)))"	"Why	WRB	4	advmod
did	VBD	4	aux
Kelly	NNP	4	nsubj
hide	VB	0	ROOT
the	DT	6	det
flowers	NNS	4	dobj
a	DT	9	det
second	JJ	9	amod
time	NN	4	nmod:npmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Kelly', 'characterOffsetBegin': 8, 'characterOffsetEnd': 13, 'ner': 'PERSON'}, {'docTokenBegin': 6, 'docTokenEnd': 8, 'tokenBegin': 6, 'tokenEnd': 8, 'text': 'a second', 'characterOffsetBegin': 31, 'characterOffsetEnd': 39, 'ner': 'DURATION', 'normalizedNER': 'PT1S', 'timex': {'tid': 't1', 'type': 'DURATION', 'value': 'PT1S'}}]"	Why did Kelly hide the flowers a second time?	mc500.train.18_Q16	mc500.train.18
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (PRP she))
      (VP (VB tie)
        (ADVP (RB together))
        (PP (IN with)
          (NP (DT a) (NN string)))))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
she	PRP	4	nsubj
tie	VB	0	ROOT
together	RB	4	advmod
with	IN	8	case
a	DT	8	det
string	NN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'she', 'characterOffsetBegin': 9, 'characterOffsetEnd': 12, 'ner': 'PERSON'}]"	What did she tie together with a string?	mc500.train.18_Q17	mc500.train.18
"(ROOT
  (SBARQ
    (WHADVP (WRB where))
    (SQ (VBD did)
      (NP (PRP she))
      (VP (VB pick)
        (NP (NNS flowers) (NNS flowers))))
    (. ?)))"	"where	WRB	4	advmod
did	VBD	4	aux
she	PRP	4	nsubj
pick	VB	0	ROOT
flowers	NNS	6	compound
flowers	NNS	4	dobj
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'she', 'characterOffsetBegin': 10, 'characterOffsetEnd': 13, 'ner': 'PERSON'}]"	where did she pick flowers flowers?	mc500.train.18_Q18	mc500.train.18
"(ROOT
  (SBARQ
    (WHNP (WDT Which) (NNS flowers))
    (SQ
      (VP (VBD were)
        (ADJP (JJ big))))
    (. ?)))"	"Which	WDT	2	det
flowers	NNS	4	dobj
were	VBD	4	cop
big	JJ	0	ROOT
?	.	4	punct
"	[]	Which flowers were big?	mc500.train.18_Q19	mc500.train.18
"(ROOT
  (SBARQ
    (SBAR (IN After)
      (S
        (NP (PRP she))
        (VP (VBD woke)
          (PRT (RP up)))))
    (, ,)
    (WHADVP (WRB where))
    (SQ (VBD did)
      (NP (NNP Kelly))
      (VP (VB go)))
    (. ?)))"	"After	IN	3	mark
she	PRP	3	nsubj
woke	VBD	9	advcl
up	RP	3	compound:prt
,	,	9	punct
where	WRB	9	advmod
did	VBD	9	aux
Kelly	NNP	9	nsubj
go	VB	0	ROOT
?	.	9	punct
"	"[{'docTokenBegin': 7, 'docTokenEnd': 8, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'Kelly', 'characterOffsetBegin': 29, 'characterOffsetEnd': 34, 'ner': 'PERSON'}, {'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'she', 'characterOffsetBegin': 6, 'characterOffsetEnd': 9, 'ner': 'PERSON'}]"	"After she woke up, where did Kelly go?"	mc500.train.18_Q20	mc500.train.18
