const_parse	dep_parse	ner	question	questionid	storyid
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN fox))
      (VP (VBP do)
        (PP (TO to)
          (NP (DT the) (NN cheese)))))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
fox	NN	5	nsubj
do	VBP	0	ROOT
to	TO	8	case
the	DT	8	det
cheese	NN	5	nmod
?	.	5	punct
"	[]	What did the fox do to the cheese?	fables-01_Q4	fables-01
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD was)
      (NP (DT the) (NN fox) (NN standing)))
    (. ?)))"	"Where	WRB	5	advmod
was	VBD	5	cop
the	DT	5	det
fox	NN	5	compound
standing	NN	0	ROOT
?	.	5	punct
"	[]	Where was the fox standing?	fables-01_Q5	fables-01
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN crow))
      (VP (VB feel)))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
crow	NN	5	nsubj
feel	VB	0	ROOT
?	.	5	punct
"	[]	What did the crow feel?	fables-01_Q6	fables-01
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD flattered)
        (NP (DT the) (NN crow))))
    (. ?)))"	"Who	WP	2	nsubj
flattered	VBD	0	ROOT
the	DT	4	det
crow	NN	2	dobj
?	.	2	punct
"	[]	Who flattered the crow?	fables-01_Q7	fables-01
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (NP (DT the) (NN crow))
      (VP (VBG doing)))
    (. ?)))"	"What	WP	5	dobj
was	VBD	1	cop
the	DT	4	det
crow	NN	5	nsubj
doing	VBG	0	ROOT
?	.	5	punct
"	[]	What was the crow doing?	fables-01_Q8	fables-01
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD was)
      (NP (DT the) (NN cheese)))
    (. ?)))"	"Where	WRB	2	advmod
was	VBD	0	ROOT
the	DT	4	det
cheese	NN	2	nsubj
?	.	2	punct
"	[]	Where was the cheese?	fables-01_Q9	fables-01
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBD was)
      (NP
        (NP (VBG feeding))
        (PP (IN in)
          (NP (DT a) (NN meadow)))))
    (. ?)))"	"Who	WP	3	nsubj
was	VBD	3	aux
feeding	VBG	0	ROOT
in	IN	6	case
a	DT	6	det
meadow	NN	3	nmod
?	.	3	punct
"	[]	Who was feeding in a meadow?	fables-02_Q1	fables-02
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD did) (RB not)
      (NP (DT the) (NN lion) (NN attack)))
    (FRAG
      (X (DT the))
      (NP (NN bull)))
    (. ?)))"	"Why	WRB	6	advmod
did	VBD	6	aux
not	RB	6	neg
the	DT	6	det
lion	NN	6	compound
attack	NN	0	ROOT
the	DT	8	det
bull	NN	6	dobj
?	.	6	punct
"	"[{'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'attack', 'characterOffsetBegin': 21, 'characterOffsetEnd': 27, 'ner': 'CAUSE_OF_DEATH'}]"	Why did not the lion attack the bull?	fables-02_Q10	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBD did)
        (NP (DT the) (NN lion) (NN fear))))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
lion	NN	5	nsubj
fear	NN	0	ROOT
?	.	5	punct
"	[]	What did the lion fear?	fables-02_Q11	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBZ is)
      (ADJP (JJ ugly)))
    (. ?)))"	"What	WP	0	ROOT
is	VBZ	1	cop
ugly	JJ	1	nsubj
?	.	1	punct
"	[]	What is ugly?	fables-02_Q12	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBN salivated)))
    (. ?)))"	"Who	WP	2	nsubj
salivated	VBN	0	ROOT
?	.	2	punct
"	[]	Who salivated?	fables-02_Q13	fables-02
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD did)
      (NP (DT the) (NN lion))
      (VP (VB salivate)))
    (. ?)))"	"Why	WRB	5	advmod
did	VBD	5	aux
the	DT	4	det
lion	NN	5	nsubj
salivate	VB	0	ROOT
?	.	5	punct
"	[]	Why did the lion salivate?	fables-02_Q14	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN lion))
      (VP (VBP advise)
        (NP (DT the) (NN bull))))
    (. ?)))"	"What	WP	5	dep
did	VBD	5	aux
the	DT	4	det
lion	NN	5	nsubj
advise	VBP	0	ROOT
the	DT	7	det
bull	NN	5	dobj
?	.	5	punct
"	[]	What did the lion advise the bull?	fables-02_Q15	fables-02
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD did)
      (NP (DT the) (NN lion))
      (VP (VBP advise)
        (NP (DT the) (NN bull))
        (S
          (VP (TO to)
            (VP (VB remove)
              (NP (PRP$ its) (NNS horns)))))))
    (. ?)))"	"Why	WRB	5	advmod
did	VBD	5	aux
the	DT	4	det
lion	NN	5	nsubj
advise	VBP	0	ROOT
the	DT	7	det
bull	NN	5	dobj
to	TO	9	mark
remove	VB	5	advcl
its	PRP$	11	nmod:poss
horns	NNS	9	dobj
?	.	5	punct
"	[]	Why did the lion advise the bull to remove its horns?	fables-02_Q16	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN lion))
      (VP (VB decide)))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
lion	NN	5	nsubj
decide	VB	0	ROOT
?	.	5	punct
"	[]	What did the lion decide?	fables-02_Q17	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBZ has)
        (NP (NNS horns))))
    (. ?)))"	"Who	WP	2	nsubj
has	VBZ	0	ROOT
horns	NNS	2	dobj
?	.	2	punct
"	[]	Who has horns?	fables-02_Q18	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD did)
        (NP (DT the) (JJ big) (NN cat) (NN witness))))
    (. ?)))"	"Who	WP	2	nsubj
did	VBD	0	ROOT
the	DT	6	det
big	JJ	6	amod
cat	NN	6	compound
witness	NN	2	dobj
?	.	2	punct
"	[]	Who did the big cat witness?	fables-02_Q19	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBD was)
      (VP (VBN persuaded)
        (PP (IN by)
          (NP (DT this) (NN flattery)))))
    (. ?)))"	"Who	WP	3	nsubjpass
was	VBD	3	auxpass
persuaded	VBN	0	ROOT
by	IN	6	case
this	DT	6	det
flattery	NN	3	nmod
?	.	3	punct
"	[]	Who was persuaded by this flattery?	fables-02_Q2	fables-02
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD did) (RB not)
      (NP (DT the) (NN lion))
      (VP (VB strike)
        (NP (DT the) (NN bull))))
    (. ?)))"	"Why	WRB	6	advmod
did	VBD	6	aux
not	RB	6	neg
the	DT	5	det
lion	NN	6	nsubj
strike	VB	0	ROOT
the	DT	8	det
bull	NN	6	dobj
?	.	6	punct
"	[]	Why did not the lion strike the bull?	fables-02_Q20	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBD did)
        (NP (DT the) (NN lion) (NN gobble))))
    (. ?)))"	"What	WP	0	ROOT
did	VBD	1	root
the	DT	5	det
lion	NN	5	compound
gobble	NN	2	nsubj
?	.	2	punct
"	[]	What did the lion gobble?	fables-02_Q21	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN lion))
      (VP (VB consume)))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
lion	NN	5	nsubj
consume	VB	0	ROOT
?	.	5	punct
"	[]	What did the lion consume?	fables-02_Q22	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD tried)
        (S
          (VP (TO to)
            (VP (VB kill)
              (NP (DT the) (NN bull)))))))
    (. ?)))"	"Who	WP	2	nsubj
tried	VBD	0	ROOT
to	TO	4	mark
kill	VB	2	xcomp
the	DT	6	det
bull	NN	4	dobj
?	.	2	punct
"	[]	Who tried to kill the bull?	fables-02_Q23	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBD did)
        (NP (DT the) (NN lion) (NN watch))))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
lion	NN	5	nsubj
watch	NN	0	ROOT
?	.	5	punct
"	[]	What did the lion watch?	fables-02-24	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBD was)
      (VP (VBN persuaded)
        (PP (IN by)
          (NP (DT this) (NN flattery)))))
    (. ?)))"	"Who	WP	3	nsubjpass
was	VBD	3	auxpass
persuaded	VBN	0	ROOT
by	IN	6	case
this	DT	6	det
flattery	NN	3	nmod
?	.	3	punct
"	[]	Who was persuaded by this flattery?	fables-02-25	fables-02
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD was)
      (NP (DT the) (NN bull)))
    (. ?)))"	"Where	WRB	2	advmod
was	VBD	0	ROOT
the	DT	4	det
bull	NN	2	nsubj
?	.	2	punct
"	[]	Where was the bull?	fables-02-26	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (ADJP (JJ magnificent)))
    (. ?)))"	"What	WP	0	ROOT
was	VBD	1	cop
magnificent	JJ	1	nsubj
?	.	1	punct
"	[]	What was magnificent?	fables-02-27	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (VP (VBN cut)
        (PRT (RP off))))
    (. ?)))"	"What	WP	3	nsubjpass
was	VBD	3	auxpass
cut	VBN	0	ROOT
off	RP	3	compound:prt
?	.	3	punct
"	[]	What was cut off?	fables-02-28	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (ADJP (JJ powerful)))
    (. ?)))"	"What	WP	0	ROOT
was	VBD	1	cop
powerful	JJ	1	nsubj
?	.	1	punct
"	[]	What was powerful?	fables-02-29	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (ADJP (JJ ugly)))
    (. ?)))"	"What	WP	0	ROOT
was	VBD	1	cop
ugly	JJ	1	nsubj
?	.	1	punct
"	[]	What was ugly?	fables-02-30	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD watched)
        (NP (DT the) (NNS cattle))))
    (. ?)))"	"Who	WP	2	nsubj
watched	VBD	0	ROOT
the	DT	4	det
cattle	NNS	2	dobj
?	.	2	punct
"	[]	Who watched the cattle?	fables-02-31	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD did)
        (NP (DT the) (NN lion) (NN attempt))
        (PP (TO to)
          (NP (NN murder)))))
    (. ?)))"	"Who	WP	5	dep
did	VBD	5	aux
the	DT	4	det
lion	NN	5	nsubj
attempt	NN	0	ROOT
to	TO	7	case
murder	NN	5	nmod
?	.	5	punct
"	"[{'docTokenBegin': 6, 'docTokenEnd': 7, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'murder', 'characterOffsetBegin': 28, 'characterOffsetEnd': 34, 'ner': 'CRIMINAL_CHARGE'}]"	Who did the lion attempt to murder?	fables-02-32	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD planned)
        (S
          (VP (TO to)
            (VP (VBN deceived)
              (NP (DT the) (NN bull)))))))
    (. ?)))"	"Who	WP	2	nsubj
planned	VBD	0	ROOT
to	TO	4	mark
deceived	VBN	2	xcomp
the	DT	6	det
bull	NN	4	dobj
?	.	2	punct
"	[]	Who planned to deceived the bull?	fables-02-33	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBD did)
        (NP (DT the) (NN bull) (NN strip))))
    (. ?)))"	"What	WP	0	ROOT
did	VBD	1	root
the	DT	5	det
bull	NN	5	compound
strip	NN	2	nsubj
?	.	2	punct
"	[]	What did the bull strip?	fables-02-34	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD counseled)
        (NP (DT the) (NN bull))))
    (. ?)))"	"Who	WP	2	nsubj
counseled	VBD	0	ROOT
the	DT	4	det
bull	NN	2	dobj
?	.	2	punct
"	[]	Who counseled the bull?	fables-02-35	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD fobbed)
        (NP (DT the) (NN bull))))
    (. ?)))"	"Who	WP	2	nsubj
fobbed	VBD	0	ROOT
the	DT	4	det
bull	NN	2	dobj
?	.	2	punct
"	[]	Who fobbed the bull?	fables-02-36	fables-02
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD was)
      (NP (DT the) (NN bull)))
    (. ?)))"	"Where	WRB	2	advmod
was	VBD	0	ROOT
the	DT	4	det
bull	NN	2	nsubj
?	.	2	punct
"	[]	Where was the bull?	fables-02_Q3	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBD was)
      (NP (NN grazing)))
    (. ?)))"	"Who	WP	0	ROOT
was	VBD	1	cop
grazing	NN	1	nsubj
?	.	1	punct
"	[]	Who was grazing?	fables-02_Q4	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD watched)
        (NP (DT the) (NN bull))))
    (. ?)))"	"Who	WP	2	nsubj
watched	VBD	0	ROOT
the	DT	4	det
bull	NN	2	dobj
?	.	2	punct
"	[]	Who watched the bull?	fables-02_Q5	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN lion))
      (VP (VB feign)))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
lion	NN	5	nsubj
feign	VB	0	ROOT
?	.	5	punct
"	[]	What did the lion feign?	fables-02_Q6	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBZ is)
      (NP (DT the) (NN story))
      (ADJP (IN about)))
    (. ?)))"	"Who	WP	0	ROOT
is	VBZ	1	cop
the	DT	4	det
story	NN	1	nsubj
about	IN	4	nmod
?	.	1	punct
"	[]	Who is the story about?	fables-02_Q7	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBD was)
      (ADJP (JJ foolish)))
    (. ?)))"	"Who	WP	0	ROOT
was	VBD	1	cop
foolish	JJ	1	nsubj
?	.	1	punct
"	[]	Who was foolish?	fables-02_Q8	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN lion))
      (VP (VB want)))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
lion	NN	5	nsubj
want	VB	0	ROOT
?	.	5	punct
"	[]	What did the lion want?	fables-02_Q9	fables-02
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBZ is)
      (NP (DT the) (NN story))
      (ADJP (IN about)))
    (. ?)))"	"Who	WP	0	ROOT
is	VBZ	1	cop
the	DT	4	det
story	NN	1	nsubj
about	IN	4	nmod
?	.	1	punct
"	[]	Who is the story about?	fables-03_Q1	fables-03
"(ROOT
  (FRAG
    (SBAR
      (WHADVP (WRB Where) (WRB where))
      (S
        (NP
          (NP (DT the) (NNS contents))
          (PP (IN of)
            (NP (DT the) (NN horn))))
        (VP (VBN spilled))))
    (. ?)))"	"Where	WRB	8	advmod
where	WRB	8	advmod
the	DT	4	det
contents	NNS	8	nsubj
of	IN	7	case
the	DT	7	det
horn	NN	4	nmod
spilled	VBN	0	ROOT
?	.	8	punct
"	[]	Where where the contents of the horn spilled?	fables-03_Q10	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (VP (VBN heated)))
    (. ?)))"	"What	WP	3	nsubjpass
was	VBD	3	auxpass
heated	VBN	0	ROOT
?	.	3	punct
"	[]	What was heated?	fables-03_Q11	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NNP Serpent))
      (VP (VBP do)
        (PP (IN in)
          (NP (NN revenge)))))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
Serpent	NNP	5	nsubj
do	VBP	0	ROOT
in	IN	7	case
revenge	NN	5	nmod
?	.	5	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Serpent', 'characterOffsetBegin': 13, 'characterOffsetEnd': 20, 'ner': 'MISC'}]"	What did the Serpent do in revenge?	fables-03_Q12	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD seized)
        (NP (PRP it))))
    (. ?)))"	"Who	WP	2	nsubj
seized	VBD	0	ROOT
it	PRP	2	dobj
?	.	2	punct
"	[]	Who seized it?	fables-03_Q13	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD had)
        (NP (PRP$ its) (NNS coils))
        (PP (IN around)
          (NP (PRP him)))))
    (. ?)))"	"Who	WP	2	nsubj
had	VBD	0	ROOT
its	PRP$	4	nmod:poss
coils	NNS	2	dobj
around	IN	6	case
him	PRP	2	nmod
?	.	2	punct
"	"[{'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'him', 'characterOffsetBegin': 25, 'characterOffsetEnd': 28, 'ner': 'PERSON'}]"	Who had its coils around him?	fables-03_Q14	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBD was)
      (NP
        (NP (DT a) (NN witness))
        (PP (IN of)
          (NP (DT the) (NN encounter)))))
    (. ?)))"	"Who	WP	0	ROOT
was	VBD	1	cop
a	DT	4	det
witness	NN	1	nsubj
of	IN	7	case
the	DT	7	det
encounter	NN	4	nmod
?	.	1	punct
"	[]	Who was a witness of the encounter?	fables-03_Q15	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD came)
        (PP (TO to)
          (NP
            (NP (DT the) (NN assistance))
            (PP (IN of)
              (NP (DT the) (NNP Eagle)))))))
    (. ?)))"	"Who	WP	2	nsubj
came	VBD	0	ROOT
to	TO	5	case
the	DT	5	det
assistance	NN	2	nmod
of	IN	8	case
the	DT	8	det
Eagle	NNP	5	nmod
?	.	2	punct
"	[]	Who came to the assistance of the Eagle?	fables-03_Q16	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN countryman))
      (VP (VB own)))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
countryman	NN	5	nsubj
own	VB	0	ROOT
?	.	5	punct
"	[]	What did the countryman own?	fables-03_Q17	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD succeeded)
        (PP (IN in)
          (S
            (VP (VBG freeing)
              (NP (PRP him)))))))
    (. ?)))"	"Who	WP	2	nsubj
succeeded	VBD	0	ROOT
in	IN	4	mark
freeing	VBG	2	advcl
him	PRP	4	dobj
?	.	2	punct
"	"[{'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'him', 'characterOffsetBegin': 25, 'characterOffsetEnd': 28, 'ner': 'PERSON'}]"	Who succeeded in freeing him?	fables-03_Q18	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBD did)
        (NP (DT the) (NN countryman))
        (ADVP (JJ free)
          (NP (DT the) (NN eagle)))
        (PP (IN from))))
    (. ?)))"	"What	WP	5	dep
did	VBD	5	aux
the	DT	4	det
countryman	NN	5	nsubj
free	JJ	0	ROOT
the	DT	7	det
eagle	NN	5	dobj
from	IN	5	nmod
?	.	5	punct
"	[]	What did the countryman free the eagle from?	fables-03_Q19	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD swooped)
        (PRT (RP down))
        (PP (IN upon)
          (NP (DT a) (NNP Serpant)))))
    (. ?)))"	"Who	WP	2	nsubj
swooped	VBD	0	ROOT
down	RP	2	compound:prt
upon	IN	6	case
a	DT	6	det
Serpant	NNP	2	nmod
?	.	2	punct
"	[]	Who swooped down upon a Serpant?	fables-03_Q2	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBD did)
        (NP (DT the) (NNP Serpent) (NN spat))))
    (. ?)))"	"What	WP	0	ROOT
did	VBD	1	root
the	DT	5	det
Serpent	NNP	5	compound
spat	NN	2	nsubj
?	.	2	punct
"	[]	What did the Serpent spat?	fables-03_Q20	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD spilled)
        (NP (PRP$ its) (NNS contents))))
    (. ?)))"	"Who	WP	2	nsubj
spilled	VBD	0	ROOT
its	PRP$	4	nmod:poss
contents	NNS	2	dobj
?	.	2	punct
"	[]	Who spilled its contents?	fables-03_Q21	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD swooped)
        (PP (IN towards)
          (NP (DT a) (NN snake)))))
    (. ?)))"	"Who	WP	2	nsubj
swooped	VBD	0	ROOT
towards	IN	5	case
a	DT	5	det
snake	NN	2	nmod
?	.	2	punct
"	[]	Who swooped towards a snake?	fables-03_Q22	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD spiraled)
        (PP (IN around)
          (NP (DT the) (NN eagle)))))
    (. ?)))"	"Who	WP	2	nsubj
spiraled	VBD	0	ROOT
around	IN	5	case
the	DT	5	det
eagle	NN	2	nmod
?	.	2	punct
"	[]	Who spiraled around the eagle?	fables-03_Q23	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBD did)
        (NP
          (NP (DT the) (NN bird))
          (PP (IN of)
            (NP (NN prey) (NN descend))))
        (PP (IN toward))))
    (. ?)))"	"What	WP	0	ROOT
did	VBD	1	nsubj
the	DT	4	det
bird	NN	2	dobj
of	IN	7	case
prey	NN	7	compound
descend	NN	4	nmod
toward	IN	4	acl
?	.	1	punct
"	[]	What did the bird of prey descend toward?	fables-03_Q24	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD skirmished)
        (PP (IN with)
          (NP (DT the) (NN serpent)))))
    (. ?)))"	"Who	WP	2	nsubj
skirmished	VBD	0	ROOT
with	IN	5	case
the	DT	5	det
serpent	NN	2	nmod
?	.	2	punct
"	[]	Who skirmished with the serpent?	fables-03_Q25	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD tried)
        (S
          (VP (TO to)
            (VP (VB support)
              (NP (DT the) (NN eagle)))))))
    (. ?)))"	"Who	WP	2	nsubj
tried	VBD	0	ROOT
to	TO	4	mark
support	VB	2	xcomp
the	DT	6	det
eagle	NN	4	dobj
?	.	2	punct
"	[]	Who tried to support the eagle?	fables-03_Q26	fables-03
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (DT the) (NN serpent))
      (VP (VBD spat)
        (NP (DT some) (NN toxin))))
    (. ?)))"	"Where	WRB	5	advmod
did	VBD	5	aux
the	DT	4	det
serpent	NN	5	nsubj
spat	VBD	0	ROOT
some	DT	7	det
toxin	NN	5	dobj
?	.	5	punct
"	[]	Where did the serpent spat some toxin?	fables-03_Q27	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD assisted)
        (NP (DT the) (NN eagle) (NN escape))))
    (. ?)))"	"Who	WP	2	nsubj
assisted	VBD	0	ROOT
the	DT	5	det
eagle	NN	5	compound
escape	NN	2	dobj
?	.	2	punct
"	"[{'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'escape', 'characterOffsetBegin': 23, 'characterOffsetEnd': 29, 'ner': 'CRIMINAL_CHARGE'}]"	Who assisted the eagle escape?	fables-03_Q28	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD struggled)
        (PP (IN with)
          (NP (DT the) (NN serpent)))))
    (. ?)))"	"Who	WP	2	nsubj
struggled	VBD	0	ROOT
with	IN	5	case
the	DT	5	det
serpent	NN	2	nmod
?	.	2	punct
"	[]	Who struggled with the serpent?	fables-03_Q29	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBN fleed)))
    (. ?)))"	"Who	WP	2	nsubj
fleed	VBN	0	ROOT
?	.	2	punct
"	[]	Who fleed?	fables-03_Q30	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD spilled)
        (NP (DT the) (NN mug))))
    (. ?)))"	"Who	WP	2	nsubj
spilled	VBD	0	ROOT
the	DT	4	det
mug	NN	2	dobj
?	.	2	punct
"	[]	Who spilled the mug?	fables-03_Q31	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN eagle))
      (VP (VB snatch)))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
eagle	NN	5	nsubj
snatch	VB	0	ROOT
?	.	5	punct
"	[]	What did the eagle snatch?	fables-03_Q32	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD tried)
        (S
          (VP (TO to)
            (VP (VB help)
              (NP (DT the) (NN eagle)
                (S
                  (VP (TO to)
                    (VP (VB escape))))))))))
    (. ?)))"	"Who	WP	2	nsubj
tried	VBD	0	ROOT
to	TO	4	mark
help	VB	2	xcomp
the	DT	6	det
eagle	NN	4	dobj
to	TO	8	mark
escape	VB	4	xcomp
?	.	2	punct
"	[]	Who tried to help the eagle to escape?	fables-03_Q33	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD seized)
        (NP (PRP it))
        (PP (IN in)
          (NP (PRP$ his) (NNS talons)))))
    (. ?)))"	"Who	WP	2	nsubj
seized	VBD	0	ROOT
it	PRP	2	dobj
in	IN	6	case
his	PRP$	6	nmod:poss
talons	NNS	2	nmod
?	.	2	punct
"	"[{'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'his', 'characterOffsetBegin': 17, 'characterOffsetEnd': 20, 'ner': 'PERSON'}]"	Who seized it in his talons?	fables-03_Q34	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN eagle))
      (VP (VB seize)
        (NP (PRP it))
        (PP (IN with))))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
eagle	NN	5	nsubj
seize	VB	0	ROOT
it	PRP	5	dobj
with	IN	5	nmod
?	.	5	punct
"	[]	What did the eagle seize it with?	fables-03_Q35	fables-03
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD owned)
        (NP (DT a) (NN drinking) (NN vessel))))
    (. ?)))"	"Who	WP	2	nsubj
owned	VBD	0	ROOT
a	DT	5	det
drinking	NN	5	compound
vessel	NN	2	dobj
?	.	2	punct
"	[]	Who owned a drinking vessel?	fables-03_Q36	fables-03
