const_parse	dep_parse	ner	sentence	sentenceid	storyid	storytitle
"(ROOT
  (S
    (NP (DT The) (NN couple))
    (VP (VBD took)
      (NP (DT a) (JJ romantic) (NN trip))
      (PP (TO to)
        (NP (DT the) (NN lake))))
    (. .)))"	"The	DT	2	det
couple	NN	3	nsubj
took	VBD	0	ROOT
a	DT	6	det
romantic	JJ	6	amod
trip	NN	3	dobj
to	TO	9	case
the	DT	9	det
lake	NN	3	nmod
.	.	3	punct
"	[]	The couple took a romantic trip to the lake.	6ebc8d48-029b-4f00-89b3-773ce802825e_0	6ebc8d48-029b-4f00-89b3-773ce802825e	The Lake
"(ROOT
  (S
    (NP (PRP They))
    (VP (VBD stayed)
      (PP (IN in)
        (NP (DT a) (JJ nice) (NN cabin)))
      (PP (IN by)
        (NP (DT the) (NN water))))
    (. .)))"	"They	PRP	2	nsubj
stayed	VBD	0	ROOT
in	IN	6	case
a	DT	6	det
nice	JJ	6	amod
cabin	NN	2	nmod
by	IN	9	case
the	DT	9	det
water	NN	2	nmod
.	.	2	punct
"	[]	They stayed in a nice cabin by the water.	6ebc8d48-029b-4f00-89b3-773ce802825e_1	6ebc8d48-029b-4f00-89b3-773ce802825e	The Lake
"(ROOT
  (S
    (NP (PRP They))
    (VP (VBD went)
      (S
        (S
          (VP (VBG boating)))
        (CC and)
        (S
          (VP (VBN relaxed)
            (PP (IN in)
              (NP (DT the) (NN hammock)))))))
    (. .)))"	"They	PRP	2	nsubj
went	VBD	0	ROOT
boating	VBG	2	xcomp
and	CC	3	cc
relaxed	VBN	3	conj
in	IN	8	case
the	DT	8	det
hammock	NN	3	nmod
.	.	2	punct
"	[]	They went boating and relaxed in the hammock.	6ebc8d48-029b-4f00-89b3-773ce802825e_2	6ebc8d48-029b-4f00-89b3-773ce802825e	The Lake
"(ROOT
  (S
    (NP (PRP They))
    (VP (VBD were)
      (ADJP (JJ happy)
        (S
          (VP (TO to)
            (VP (VB reconnect)
              (PP (IN with)
                (NP (DT each) (JJ other))))))))
    (. .)))"	"They	PRP	3	nsubj
were	VBD	3	cop
happy	JJ	0	ROOT
to	TO	5	mark
reconnect	VB	3	xcomp
with	IN	8	case
each	DT	8	det
other	JJ	5	nmod
.	.	3	punct
"	[]	They were happy to reconnect with each other.	6ebc8d48-029b-4f00-89b3-773ce802825e_3	6ebc8d48-029b-4f00-89b3-773ce802825e	The Lake
"(ROOT
  (S
    (SBAR
      (WHADVP (WRB When))
      (S
        (NP (PRP they))
        (VP (VBD returned)
          (NP (NN home)))))
    (, ,)
    (NP (PRP they))
    (VP (VBD decided)
      (S
        (VP (TO to)
          (VP (VB buy)
            (NP (DT a) (NN lake) (NN house))))))
    (. .)))"	"When	WRB	3	advmod
they	PRP	3	nsubj
returned	VBD	7	advcl
home	NN	3	dobj
,	,	7	punct
they	PRP	7	nsubj
decided	VBD	0	ROOT
to	TO	9	mark
buy	VB	7	xcomp
a	DT	12	det
lake	NN	12	compound
house	NN	9	dobj
.	.	7	punct
"	[]	"When they returned home, they decided to buy a lake house."	6ebc8d48-029b-4f00-89b3-773ce802825e_4	6ebc8d48-029b-4f00-89b3-773ce802825e	The Lake
"(ROOT
  (S
    (NP (DT The) (NN family))
    (VP (VBD planned)
      (NP (PRP$ their) (JJ first) (NN trip))
      (PP (TO to)
        (NP (NNP Universal) (NNP Studios))))
    (. .)))"	"The	DT	2	det
family	NN	3	nsubj
planned	VBD	0	ROOT
their	PRP$	6	nmod:poss
first	JJ	6	amod
trip	NN	3	dobj
to	TO	9	case
Universal	NNP	9	compound
Studios	NNP	6	nmod
.	.	3	punct
"	"[{'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'first', 'characterOffsetBegin': 25, 'characterOffsetEnd': 30, 'ner': 'ORDINAL', 'normalizedNER': '1.0'}, {'docTokenBegin': 7, 'docTokenEnd': 9, 'tokenBegin': 7, 'tokenEnd': 9, 'text': 'Universal Studios', 'characterOffsetBegin': 39, 'characterOffsetEnd': 56, 'ner': 'ORGANIZATION'}]"	The family planned their first trip to Universal Studios.	5e76713f-92b2-4a5d-8f8d-510fde45705c_0	5e76713f-92b2-4a5d-8f8d-510fde45705c	Universal Studios
"(ROOT
  (S
    (NP (PRP They))
    (VP (VBD were)
      (VP (VBN excited)
        (S
          (VP (TO to)
            (VP (VB go)
              (PP (IN on)
                (NP (PDT all) (DT the) (NNS rides))))))))
    (. .)))"	"They	PRP	3	nsubjpass
were	VBD	3	auxpass
excited	VBN	0	ROOT
to	TO	5	mark
go	VB	3	xcomp
on	IN	9	case
all	PDT	9	det:predet
the	DT	9	det
rides	NNS	5	nmod
.	.	3	punct
"	[]	They were excited to go on all the rides.	5e76713f-92b2-4a5d-8f8d-510fde45705c_1	5e76713f-92b2-4a5d-8f8d-510fde45705c	Universal Studios
"(ROOT
  (S
    (NP (PRP They))
    (VP (VBD saw)
      (NP
        (NP (DT a) (NN lot))
        (PP (IN of)
          (NP (DT the) (NNS characters)))))
    (. .)))"	"They	PRP	2	nsubj
saw	VBD	0	ROOT
a	DT	4	det
lot	NN	2	dobj
of	IN	7	case
the	DT	7	det
characters	NNS	4	nmod
.	.	2	punct
"	[]	They saw a lot of the characters.	5e76713f-92b2-4a5d-8f8d-510fde45705c_2	5e76713f-92b2-4a5d-8f8d-510fde45705c	Universal Studios
"(ROOT
  (S
    (NP (PRP They))
    (VP (VBD spent)
      (NP (CD three) (NNS days))
      (PP (IN in)
        (NP (DT the) (NN park))))
    (. .)))"	"They	PRP	2	nsubj
spent	VBD	0	ROOT
three	CD	4	nummod
days	NNS	2	nmod:tmod
in	IN	7	case
the	DT	7	det
park	NN	2	nmod
.	.	2	punct
"	"[{'docTokenBegin': 30, 'docTokenEnd': 32, 'tokenBegin': 2, 'tokenEnd': 4, 'text': 'three days', 'characterOffsetBegin': 145, 'characterOffsetEnd': 155, 'ner': 'DURATION', 'normalizedNER': 'P3D', 'timex': {'tid': 't1', 'type': 'DURATION', 'value': 'P3D'}}]"	They spent three days in the park.	5e76713f-92b2-4a5d-8f8d-510fde45705c_3	5e76713f-92b2-4a5d-8f8d-510fde45705c	Universal Studios
"(ROOT
  (S
    (NP (PRP They))
    (VP (VBD were)
      (ADJP (JJ sad)
        (S
          (VP (TO to)
            (VP (VB come)
              (NP (NN home)))))))
    (. .)))"	"They	PRP	3	nsubj
were	VBD	3	cop
sad	JJ	0	ROOT
to	TO	5	mark
come	VB	3	xcomp
home	NN	5	advmod
.	.	3	punct
"	[]	They were sad to come home.	5e76713f-92b2-4a5d-8f8d-510fde45705c_4	5e76713f-92b2-4a5d-8f8d-510fde45705c	Universal Studios
"(ROOT
  (S
    (NP (PRP I))
    (VP (VBD went)
      (PP (TO to)
        (NP (DT a) (NN restaurant))))
    (. .)))"	"I	PRP	2	nsubj
went	VBD	0	ROOT
to	TO	5	case
a	DT	5	det
restaurant	NN	2	nmod
.	.	2	punct
"	[]	I went to a restaurant.	712702cc-f042-4ca5-84dc-ada756cc8959_0	712702cc-f042-4ca5-84dc-ada756cc8959	Ketchup on fries
"(ROOT
  (S
    (NP (PRP I))
    (VP (VBD ordered)
      (NP (NNS fries)))
    (. .)))"	"I	PRP	2	nsubj
ordered	VBD	0	ROOT
fries	NNS	2	dobj
.	.	2	punct
"	[]	I ordered fries.	712702cc-f042-4ca5-84dc-ada756cc8959_1	712702cc-f042-4ca5-84dc-ada756cc8959	Ketchup on fries
"(ROOT
  (S
    (NP (PRP They))
    (VP (VBD put)
      (NP (NN ketchup))
      (PP (IN on)
        (NP (DT the) (NNS fries))))
    (. .)))"	"They	PRP	2	nsubj
put	VBD	0	ROOT
ketchup	NN	2	dobj
on	IN	6	case
the	DT	6	det
fries	NNS	2	nmod
.	.	2	punct
"	[]	They put ketchup on the fries.	712702cc-f042-4ca5-84dc-ada756cc8959_2	712702cc-f042-4ca5-84dc-ada756cc8959	Ketchup on fries
"(ROOT
  (S
    (NP (PRP I))
    (VP (VBD was)
      (ADJP (JJ furious)
        (PP (IN at)
          (NP (DT the) (JJ awful) (NN site)))))
    (. .)))"	"I	PRP	3	nsubj
was	VBD	3	cop
furious	JJ	0	ROOT
at	IN	7	case
the	DT	7	det
awful	JJ	7	amod
site	NN	3	nmod
.	.	3	punct
"	[]	I was furious at the awful site.	712702cc-f042-4ca5-84dc-ada756cc8959_3	712702cc-f042-4ca5-84dc-ada756cc8959	Ketchup on fries
"(ROOT
  (S
    (PP (IN After)
      (S
        (VP (VBG complaining))))
    (, ,)
    (NP (PRP I))
    (VP (VBD was)
      (VP (VBN given)
        (S
          (ADJP (JJ delicious)))
        (, ,)
        (S
          (NP (NN ketchup) (JJ free) (NNS fries)))))
    (. .)))"	"After	IN	2	mark
complaining	VBG	6	advcl
,	,	6	punct
I	PRP	6	nsubjpass
was	VBD	6	auxpass
given	VBN	0	ROOT
delicious	JJ	11	amod
,	,	11	punct
ketchup	NN	11	compound
free	JJ	11	amod
fries	NNS	6	dobj
.	.	6	punct
"	[]	"After complaining, I was given delicious, ketchup free fries."	712702cc-f042-4ca5-84dc-ada756cc8959_4	712702cc-f042-4ca5-84dc-ada756cc8959	Ketchup on fries
"(ROOT
  (S
    (NP (DT The) (NN woman))
    (VP (VBD decided)
      (S
        (VP (TO to)
          (VP (VB start)
            (NP (DT a) (JJ new) (NN hobby))))))
    (. .)))"	"The	DT	2	det
woman	NN	3	nsubj
decided	VBD	0	ROOT
to	TO	5	mark
start	VB	3	xcomp
a	DT	8	det
new	JJ	8	amod
hobby	NN	5	dobj
.	.	3	punct
"	[]	The woman decided to start a new hobby.	61550fe1-c17d-4b94-b225-941026bdb68e_0	61550fe1-c17d-4b94-b225-941026bdb68e	The Craft
"(ROOT
  (S
    (NP (PRP She))
    (VP
      (VP (VBD went)
        (PP (TO to)
          (NP (DT the) (NN craft) (NN store))))
      (CC and)
      (VP (VBD picked)
        (PRT (RP out))
        (NP (DT some) (NNS supplies))))
    (. .)))"	"She	PRP	2	nsubj
went	VBD	0	ROOT
to	TO	6	case
the	DT	6	det
craft	NN	6	compound
store	NN	2	nmod
and	CC	2	cc
picked	VBD	2	conj
out	RP	8	compound:prt
some	DT	11	det
supplies	NNS	8	dobj
.	.	2	punct
"	"[{'docTokenBegin': 9, 'docTokenEnd': 10, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 40, 'characterOffsetEnd': 43, 'ner': 'PERSON'}]"	She went to the craft store and picked out some supplies.	61550fe1-c17d-4b94-b225-941026bdb68e_1	61550fe1-c17d-4b94-b225-941026bdb68e	The Craft
"(ROOT
  (S
    (NP (PRP She))
    (VP
      (VP (VBD went)
        (NP (NN home)))
      (CC and)
      (VP (VBD created)
        (NP (DT an) (JJ amazing) (NN masterpiece))))
    (. .)))"	"She	PRP	2	nsubj
went	VBD	0	ROOT
home	NN	2	advmod
and	CC	2	cc
created	VBD	2	conj
an	DT	8	det
amazing	JJ	8	amod
masterpiece	NN	5	dobj
.	.	2	punct
"	"[{'docTokenBegin': 21, 'docTokenEnd': 22, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 98, 'characterOffsetEnd': 101, 'ner': 'PERSON'}]"	She went home and created an amazing masterpiece.	61550fe1-c17d-4b94-b225-941026bdb68e_2	61550fe1-c17d-4b94-b225-941026bdb68e	The Craft
"(ROOT
  (S
    (NP (PRP She))
    (VP (VBD was)
      (ADJP (RB very) (JJ proud))
      (PP (IN of)
        (NP (PRP$ her) (NN work))))
    (. .)))"	"She	PRP	4	nsubj
was	VBD	4	cop
very	RB	4	advmod
proud	JJ	0	ROOT
of	IN	7	case
her	PRP$	7	nmod:poss
work	NN	4	nmod
.	.	4	punct
"	"[{'docTokenBegin': 30, 'docTokenEnd': 31, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 148, 'characterOffsetEnd': 151, 'ner': 'PERSON'}, {'docTokenBegin': 35, 'docTokenEnd': 36, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'her', 'characterOffsetBegin': 170, 'characterOffsetEnd': 173, 'ner': 'PERSON'}]"	She was very proud of her work.	61550fe1-c17d-4b94-b225-941026bdb68e_3	61550fe1-c17d-4b94-b225-941026bdb68e	The Craft
"(ROOT
  (S
    (NP (PRP She))
    (VP (VBD displayed)
      (NP (PRP it))
      (PP (IN in)
        (NP (PRP$ her) (NN kitchen))))
    (. .)))"	"She	PRP	2	nsubj
displayed	VBD	0	ROOT
it	PRP	2	dobj
in	IN	6	case
her	PRP$	6	nmod:poss
kitchen	NN	2	nmod
.	.	2	punct
"	"[{'docTokenBegin': 38, 'docTokenEnd': 39, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 180, 'characterOffsetEnd': 183, 'ner': 'PERSON'}, {'docTokenBegin': 42, 'docTokenEnd': 43, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'her', 'characterOffsetBegin': 200, 'characterOffsetEnd': 203, 'ner': 'PERSON'}]"	She displayed it in her kitchen.	61550fe1-c17d-4b94-b225-941026bdb68e_4	61550fe1-c17d-4b94-b225-941026bdb68e	The Craft
"(ROOT
  (S
    (NP (NNP Alyssa))
    (VP (VBD got)
      (PP (TO to)
        (NP (DT the) (NN beach)))
      (PP (IN after)
        (NP (DT a) (JJ long) (NN trip))))
    (. .)))"	"Alyssa	NNP	2	nsubj
got	VBD	0	ROOT
to	TO	5	case
the	DT	5	det
beach	NN	2	nmod
after	IN	9	case
a	DT	9	det
long	JJ	9	amod
trip	NN	2	nmod
.	.	2	punct
"	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Alyssa', 'characterOffsetBegin': 0, 'characterOffsetEnd': 6, 'ner': 'PERSON'}]"	Alyssa got to the beach after a long trip.	mc500.train.0_0	mc500.train.0	
"(ROOT
  (S
    (NP (PRP She))
    (VP (VBZ 's)
      (PP (IN from)
        (NP (NNP Charlotte))))
    (. .)))"	"She	PRP	4	nsubj
's	VBZ	4	cop
from	IN	4	case
Charlotte	NNP	0	ROOT
.	.	4	punct
"	"[{'docTokenBegin': 13, 'docTokenEnd': 14, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Charlotte', 'characterOffsetBegin': 54, 'characterOffsetEnd': 63, 'ner': 'CITY'}, {'docTokenBegin': 10, 'docTokenEnd': 11, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 43, 'characterOffsetEnd': 46, 'ner': 'PERSON'}]"	She's from Charlotte.	mc500.train.0_1	mc500.train.0	
"(ROOT
  (S
    (NP (PRP She))
    (VP (VBD traveled)
      (PP (IN from)
        (NP (NNP Atlanta))))
    (. .)))"	"She	PRP	2	nsubj
traveled	VBD	0	ROOT
from	IN	4	case
Atlanta	NNP	2	nmod
.	.	2	punct
"	"[{'docTokenBegin': 18, 'docTokenEnd': 19, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Atlanta', 'characterOffsetBegin': 83, 'characterOffsetEnd': 90, 'ner': 'CITY'}, {'docTokenBegin': 15, 'docTokenEnd': 16, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 65, 'characterOffsetEnd': 68, 'ner': 'PERSON'}]"	She traveled from Atlanta.	mc500.train.0_2	mc500.train.0	
"(ROOT
  (S
    (NP (PRP She))
    (VP (VBZ 's)
      (ADVP (RB now))
      (PP (IN in)
        (NP (NNP Miami))))
    (. .)))"	"She	PRP	5	nsubj
's	VBZ	5	cop
now	RB	5	advmod
in	IN	5	case
Miami	NNP	0	ROOT
.	.	5	punct
"	"[{'docTokenBegin': 22, 'docTokenEnd': 23, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'now', 'characterOffsetBegin': 98, 'characterOffsetEnd': 101, 'ner': 'DATE', 'normalizedNER': 'PRESENT_REF', 'timex': {'tid': 't1', 'type': 'DATE', 'value': 'PRESENT_REF'}}, {'docTokenBegin': 24, 'docTokenEnd': 25, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Miami', 'characterOffsetBegin': 105, 'characterOffsetEnd': 110, 'ner': 'CITY'}, {'docTokenBegin': 20, 'docTokenEnd': 21, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 92, 'characterOffsetEnd': 95, 'ner': 'PERSON'}]"	She's now in Miami.	mc500.train.0_3	mc500.train.0	
"(ROOT
  (S
    (NP (PRP She))
    (VP (VBD went)
      (PP (TO to)
        (NP (NNP Miami)))
      (S
        (VP (TO to)
          (VP (VB visit)
            (NP (DT some) (NNS friends))))))
    (. .)))"	"She	PRP	2	nsubj
went	VBD	0	ROOT
to	TO	4	case
Miami	NNP	2	nmod
to	TO	6	mark
visit	VB	2	xcomp
some	DT	8	det
friends	NNS	6	dobj
.	.	2	punct
"	"[{'docTokenBegin': 29, 'docTokenEnd': 30, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Miami', 'characterOffsetBegin': 124, 'characterOffsetEnd': 129, 'ner': 'CITY'}, {'docTokenBegin': 26, 'docTokenEnd': 27, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 112, 'characterOffsetEnd': 115, 'ner': 'PERSON'}]"	She went to Miami to visit some friends.	mc500.train.0_4	mc500.train.0	
"(ROOT
  (S (CC But)
    (S
      (NP (PRP she))
      (VP (VBD wanted)
        (NP (DT some) (NN time))
        (PP (TO to)
          (NP (PRP herself)))
        (PP (IN at)
          (NP (DT the) (NN beach)))))
    (, ,) (IN so)
    (S
      (NP (PRP she))
      (VP (VBD went)
        (S
          (NP (EX there))
          (ADJP (RB first)))))
    (. .)))"	"But	CC	3	cc
she	PRP	3	nsubj
wanted	VBD	0	ROOT
some	DT	5	det
time	NN	3	dobj
to	TO	7	case
herself	PRP	3	nmod
at	IN	10	case
the	DT	10	det
beach	NN	3	nmod
,	,	3	punct
so	IN	14	mark
she	PRP	14	nsubj
went	VBD	3	advcl
there	EX	14	advmod
first	RB	15	advmod
.	.	3	punct
"	"[{'docTokenBegin': 50, 'docTokenEnd': 51, 'tokenBegin': 15, 'tokenEnd': 16, 'text': 'first', 'characterOffsetBegin': 221, 'characterOffsetEnd': 226, 'ner': 'ORDINAL', 'normalizedNER': '1.0'}, {'docTokenBegin': 36, 'docTokenEnd': 37, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'she', 'characterOffsetBegin': 157, 'characterOffsetEnd': 160, 'ner': 'PERSON'}, {'docTokenBegin': 47, 'docTokenEnd': 48, 'tokenBegin': 12, 'tokenEnd': 13, 'text': 'she', 'characterOffsetBegin': 206, 'characterOffsetEnd': 209, 'ner': 'PERSON'}]"	"But she wanted some time to herself at the beach, so she went there first."	mc500.train.0_5	mc500.train.0	
"(ROOT
  (S
    (PP (IN After)
      (S
        (VP
          (VP (VBG going)
            (NP (NN swimming)))
          (CC and)
          (VP (VBG laying)
            (PRT (RP out))))))
    (, ,)
    (NP (PRP she))
    (VP (VBD went)
      (PP (TO to)
        (NP
          (NP (PRP$ her) (NN friend))
          (NP
            (NP (NNP Ellen) (POS 's))
            (NN house)))))
    (. .)))"	"After	IN	2	mark
going	VBG	9	advcl
swimming	NN	2	dobj
and	CC	2	cc
laying	VBG	2	conj
out	RP	5	compound:prt
,	,	9	punct
she	PRP	9	nsubj
went	VBD	0	ROOT
to	TO	15	case
her	PRP$	13	nmod:poss
friend	NN	13	compound
Ellen	NNP	15	nmod:poss
's	POS	13	case
house	NN	9	nmod
.	.	9	punct
"	"[{'docTokenBegin': 64, 'docTokenEnd': 65, 'tokenBegin': 12, 'tokenEnd': 13, 'text': 'Ellen', 'characterOffsetBegin': 288, 'characterOffsetEnd': 293, 'ner': 'PERSON'}, {'docTokenBegin': 59, 'docTokenEnd': 60, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'she', 'characterOffsetBegin': 265, 'characterOffsetEnd': 268, 'ner': 'PERSON'}, {'docTokenBegin': 62, 'docTokenEnd': 63, 'tokenBegin': 10, 'tokenEnd': 11, 'text': 'her', 'characterOffsetBegin': 277, 'characterOffsetEnd': 280, 'ner': 'PERSON'}]"	"After going swimming and laying out, she went to her friend Ellen's house."	mc500.train.0_6	mc500.train.0	
"(ROOT
  (S
    (NP (NNP Ellen))
    (VP (VBD greeted)
      (SBAR
        (S
          (NP (NNP Alyssa)
            (CC and)
            (PRP they))
          (DT both)
          (VP (VBD had)
            (NP (DT some) (NN lemonade)
              (S
                (VP (TO to)
                  (VP (VB drink)))))))))
    (. .)))"	"Ellen	NNP	2	nsubj
greeted	VBD	0	ROOT
Alyssa	NNP	2	dobj
and	CC	2	cc
they	PRP	7	nsubj
both	DT	5	det
had	VBD	2	conj
some	DT	9	det
lemonade	NN	7	dobj
to	TO	11	mark
drink	VB	9	acl
.	.	2	punct
"	"[{'docTokenBegin': 68, 'docTokenEnd': 69, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Ellen', 'characterOffsetBegin': 303, 'characterOffsetEnd': 308, 'ner': 'PERSON'}, {'docTokenBegin': 70, 'docTokenEnd': 71, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Alyssa', 'characterOffsetBegin': 317, 'characterOffsetEnd': 323, 'ner': 'PERSON'}]"	Ellen greeted Alyssa and they both had some lemonade to drink.	mc500.train.0_7	mc500.train.0	
"(ROOT
  (S
    (NP (NNP Alyssa))
    (VP (VBD called)
      (NP (PRP$ her) (NNS friends))
      (S
        (NP (NNP Kristin)
          (CC and)
          (NNP Rachel))
        (VP (TO to)
          (VP (VB meet)
            (PP (IN at)
              (NP
                (NP (NNP Ellen) (POS 's))
                (NN house)))))))
    (. .)))"	"Alyssa	NNP	2	nsubj
called	VBD	0	ROOT
her	PRP$	4	nmod:poss
friends	NNS	5	nsubj
Kristin	NNP	2	xcomp
and	CC	5	cc
Rachel	NNP	5	conj
to	TO	9	mark
meet	VB	5	acl
at	IN	13	case
Ellen	NNP	13	nmod:poss
's	POS	11	case
house	NN	9	nmod
.	.	2	punct
"	"[{'docTokenBegin': 80, 'docTokenEnd': 81, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Alyssa', 'characterOffsetBegin': 366, 'characterOffsetEnd': 372, 'ner': 'PERSON'}, {'docTokenBegin': 84, 'docTokenEnd': 85, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Kristin', 'characterOffsetBegin': 392, 'characterOffsetEnd': 399, 'ner': 'PERSON'}, {'docTokenBegin': 86, 'docTokenEnd': 87, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'Rachel', 'characterOffsetBegin': 404, 'characterOffsetEnd': 410, 'ner': 'PERSON'}, {'docTokenBegin': 90, 'docTokenEnd': 91, 'tokenBegin': 10, 'tokenEnd': 11, 'text': 'Ellen', 'characterOffsetBegin': 422, 'characterOffsetEnd': 427, 'ner': 'PERSON'}, {'docTokenBegin': 82, 'docTokenEnd': 83, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'her', 'characterOffsetBegin': 380, 'characterOffsetEnd': 383, 'ner': 'PERSON'}]"	Alyssa called her friends Kristin and Rachel to meet at Ellen's house.	mc500.train.0_8	mc500.train.0	
"(ROOT
  (S
    (NP (DT The) (NNS girls))
    (VP
      (VP (VBD traded)
        (NP (NNS stories)))
      (CC and)
      (VP (VBD caught)
        (PRT (RP up))
        (PP (IN on)
          (NP (PRP$ their) (NNS lives)))))
    (. .)))"	"The	DT	2	det
girls	NNS	3	nsubj
traded	VBD	0	ROOT
stories	NNS	3	dobj
and	CC	3	cc
caught	VBD	3	conj
up	RP	6	compound:prt
on	IN	10	case
their	PRP$	10	nmod:poss
lives	NNS	6	nmod
.	.	3	punct
"	[]	The girls traded stories and caught up on their lives.	mc500.train.0_9	mc500.train.0	
"(ROOT
  (S
    (NP (PRP It))
    (VP (VBD was)
      (NP
        (NP (DT a) (JJ happy) (NN time))
        (PP (IN for)
          (NP (NN everyone)))))
    (. .)))"	"It	PRP	5	nsubj
was	VBD	5	cop
a	DT	5	det
happy	JJ	5	amod
time	NN	0	ROOT
for	IN	7	case
everyone	NN	5	nmod
.	.	5	punct
"	[]	It was a happy time for everyone.	mc500.train.0_10	mc500.train.0	
"(ROOT
  (S
    (NP (DT The) (NNS girls))
    (VP (VBD went)
      (PP (TO to)
        (NP (DT a) (NN restaurant)))
      (PP (IN for)
        (NP (NN dinner))))
    (. .)))"	"The	DT	2	det
girls	NNS	3	nsubj
went	VBD	0	ROOT
to	TO	6	case
a	DT	6	det
restaurant	NN	3	nmod
for	IN	8	case
dinner	NN	3	nmod
.	.	3	punct
"	[]	The girls went to a restaurant for dinner.	mc500.train.0_11	mc500.train.0	
"(ROOT
  (S
    (NP (DT The) (NN restaurant))
    (VP (VBD had)
      (NP
        (NP (DT a) (JJ special))
        (PP (IN on)
          (NP (NN catfish)))))
    (. .)))"	"The	DT	2	det
restaurant	NN	3	nsubj
had	VBD	0	ROOT
a	DT	5	det
special	JJ	3	dobj
on	IN	7	case
catfish	NN	3	nmod
.	.	3	punct
"	[]	The restaurant had a special on catfish.	mc500.train.0_12	mc500.train.0	
"(ROOT
  (S
    (NP (NNP Alyssa))
    (VP (VBD enjoyed)
      (NP
        (NP (DT the) (NN restaurant) (POS 's))
        (JJ special)))
    (. .)))"	"Alyssa	NNP	2	nsubj
enjoyed	VBD	0	ROOT
the	DT	4	det
restaurant	NN	6	nmod:poss
's	POS	4	case
special	JJ	2	dobj
.	.	2	punct
"	"[{'docTokenBegin': 130, 'docTokenEnd': 131, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Alyssa', 'characterOffsetBegin': 610, 'characterOffsetEnd': 616, 'ner': 'PERSON'}]"	Alyssa enjoyed the restaurant's special.	mc500.train.0_13	mc500.train.0	
"(ROOT
  (S
    (NP (NNP Ellen))
    (VP (VBD ordered)
      (NP (DT a) (NN salad)))
    (. .)))"	"Ellen	NNP	2	nsubj
ordered	VBD	0	ROOT
a	DT	4	det
salad	NN	2	dobj
.	.	2	punct
"	"[{'docTokenBegin': 137, 'docTokenEnd': 138, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Ellen', 'characterOffsetBegin': 651, 'characterOffsetEnd': 656, 'ner': 'PERSON'}]"	Ellen ordered a salad.	mc500.train.0_14	mc500.train.0	
"(ROOT
  (S
    (NP (NNP Kristin))
    (VP (VBD had)
      (NP (NN soup)))
    (. .)))"	"Kristin	NNP	2	nsubj
had	VBD	0	ROOT
soup	NN	2	dobj
.	.	2	punct
"	"[{'docTokenBegin': 142, 'docTokenEnd': 143, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Kristin', 'characterOffsetBegin': 674, 'characterOffsetEnd': 681, 'ner': 'PERSON'}]"	Kristin had soup.	mc500.train.0_15	mc500.train.0	
"(ROOT
  (S
    (NP (NNP Rachel))
    (VP (VBD had)
      (NP (DT a) (NN steak)))
    (. .)))"	"Rachel	NNP	2	nsubj
had	VBD	0	ROOT
a	DT	4	det
steak	NN	2	dobj
.	.	2	punct
"	"[{'docTokenBegin': 146, 'docTokenEnd': 147, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Rachel', 'characterOffsetBegin': 692, 'characterOffsetEnd': 698, 'ner': 'PERSON'}]"	Rachel had a steak.	mc500.train.0_16	mc500.train.0	
