sentence	sentenceid	storyid	storytitle	ner
Anna was filling her bird feeders.	aab4ee80-fc00-4d9c-a127-a63b54dfd193_0	aab4ee80-fc00-4d9c-a127-a63b54dfd193	Suet	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Anna', 'characterOffsetBegin': 0, 'characterOffsetEnd': 4, 'ner': 'PERSON'}, {'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'her', 'characterOffsetBegin': 17, 'characterOffsetEnd': 20, 'ner': 'PERSON'}]"
But a chunk of suet fell onto the ground.	aab4ee80-fc00-4d9c-a127-a63b54dfd193_1	aab4ee80-fc00-4d9c-a127-a63b54dfd193	Suet	[]
Her dog rushed over and lapped it up!	aab4ee80-fc00-4d9c-a127-a63b54dfd193_2	aab4ee80-fc00-4d9c-a127-a63b54dfd193	Suet	"[{'docTokenBegin': 17, 'docTokenEnd': 18, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Her', 'characterOffsetBegin': 77, 'characterOffsetEnd': 80, 'ner': 'PERSON'}]"
Anna was astonished.	aab4ee80-fc00-4d9c-a127-a63b54dfd193_3	aab4ee80-fc00-4d9c-a127-a63b54dfd193	Suet	"[{'docTokenBegin': 26, 'docTokenEnd': 27, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Anna', 'characterOffsetBegin': 115, 'characterOffsetEnd': 119, 'ner': 'PERSON'}]"
She had no idea dogs loved bird food!	aab4ee80-fc00-4d9c-a127-a63b54dfd193_4	aab4ee80-fc00-4d9c-a127-a63b54dfd193	Suet	"[{'docTokenBegin': 30, 'docTokenEnd': 31, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 136, 'characterOffsetEnd': 139, 'ner': 'PERSON'}]"
Stacy originally thought she wanted five kids.	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e_0	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e	Stacy Changes Her Mind	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Stacy', 'characterOffsetBegin': 0, 'characterOffsetEnd': 5, 'ner': 'PERSON'}, {'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'five', 'characterOffsetBegin': 36, 'characterOffsetEnd': 40, 'ner': 'NUMBER', 'normalizedNER': '5.0'}, {'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'she', 'characterOffsetBegin': 25, 'characterOffsetEnd': 28, 'ner': 'PERSON'}]"
She and Bob first were blessed with a daughter.	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e_1	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e	Stacy Changes Her Mind	"[{'docTokenBegin': 10, 'docTokenEnd': 11, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Bob', 'characterOffsetBegin': 55, 'characterOffsetEnd': 58, 'ner': 'PERSON'}, {'docTokenBegin': 11, 'docTokenEnd': 12, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'first', 'characterOffsetBegin': 59, 'characterOffsetEnd': 64, 'ner': 'ORDINAL', 'normalizedNER': '1.0'}, {'docTokenBegin': 8, 'docTokenEnd': 9, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 47, 'characterOffsetEnd': 50, 'ner': 'PERSON'}]"
"Two years later, they had twin girls."	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e_2	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e	Stacy Changes Her Mind	"[{'docTokenBegin': 18, 'docTokenEnd': 21, 'tokenBegin': 0, 'tokenEnd': 3, 'text': 'Two years later', 'characterOffsetBegin': 95, 'characterOffsetEnd': 110, 'ner': 'DATE', 'normalizedNER': 'OFFSET P2Y', 'timex': {'tid': 't1', 'type': 'DATE', 'altValue': 'OFFSET P2Y'}}]"
"Now, Stacy is selling all her maternity and baby clothes."	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e_3	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e	Stacy Changes Her Mind	"[{'docTokenBegin': 27, 'docTokenEnd': 28, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Now', 'characterOffsetBegin': 133, 'characterOffsetEnd': 136, 'ner': 'DATE', 'normalizedNER': 'PRESENT_REF', 'timex': {'tid': 't2', 'type': 'DATE', 'value': 'PRESENT_REF'}}, {'docTokenBegin': 29, 'docTokenEnd': 30, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Stacy', 'characterOffsetBegin': 138, 'characterOffsetEnd': 143, 'ner': 'PERSON'}, {'docTokenBegin': 33, 'docTokenEnd': 34, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'her', 'characterOffsetBegin': 159, 'characterOffsetEnd': 162, 'ner': 'PERSON'}]"
She says she has changed her mind about wanting five kids!	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e_4	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e	Stacy Changes Her Mind	"[{'docTokenBegin': 48, 'docTokenEnd': 49, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'five', 'characterOffsetBegin': 239, 'characterOffsetEnd': 243, 'ner': 'NUMBER', 'normalizedNER': '5.0'}, {'docTokenBegin': 39, 'docTokenEnd': 40, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 191, 'characterOffsetEnd': 194, 'ner': 'PERSON'}, {'docTokenBegin': 41, 'docTokenEnd': 42, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'she', 'characterOffsetBegin': 200, 'characterOffsetEnd': 203, 'ner': 'PERSON'}, {'docTokenBegin': 44, 'docTokenEnd': 45, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'her', 'characterOffsetBegin': 216, 'characterOffsetEnd': 219, 'ner': 'PERSON'}]"
Larry worked at an accounting firm.	04c164f6-da41-48a3-8aa3-eb7b650bb5f0_0	04c164f6-da41-48a3-8aa3-eb7b650bb5f0	Office Party	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Larry', 'characterOffsetBegin': 0, 'characterOffsetEnd': 5, 'ner': 'PERSON'}]"
It was a boring job but it paid the bills.	04c164f6-da41-48a3-8aa3-eb7b650bb5f0_1	04c164f6-da41-48a3-8aa3-eb7b650bb5f0	Office Party	[]
Larry grew tired of doing the same thing every day.	04c164f6-da41-48a3-8aa3-eb7b650bb5f0_2	04c164f6-da41-48a3-8aa3-eb7b650bb5f0	Office Party	"[{'docTokenBegin': 18, 'docTokenEnd': 19, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Larry', 'characterOffsetBegin': 79, 'characterOffsetEnd': 84, 'ner': 'PERSON'}, {'docTokenBegin': 26, 'docTokenEnd': 28, 'tokenBegin': 8, 'tokenEnd': 10, 'text': 'every day', 'characterOffsetBegin': 120, 'characterOffsetEnd': 129, 'ner': 'SET', 'timex': {'tid': 't1', 'type': 'SET', 'value': 'P1D'}}]"
He had the idea to have an office party.	04c164f6-da41-48a3-8aa3-eb7b650bb5f0_3	04c164f6-da41-48a3-8aa3-eb7b650bb5f0	Office Party	"[{'docTokenBegin': 29, 'docTokenEnd': 30, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 131, 'characterOffsetEnd': 133, 'ner': 'PERSON'}]"
By lunch the whole office had passed out and nothing got done.	04c164f6-da41-48a3-8aa3-eb7b650bb5f0_4	04c164f6-da41-48a3-8aa3-eb7b650bb5f0	Office Party	[]
Ava was six years old.	8ca3cedb-510e-4454-ba08-93eaa605563b_0	8ca3cedb-510e-4454-ba08-93eaa605563b	Swimmer	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Ava', 'characterOffsetBegin': 0, 'characterOffsetEnd': 3, 'ner': 'PERSON'}, {'docTokenBegin': 2, 'docTokenEnd': 5, 'tokenBegin': 2, 'tokenEnd': 5, 'text': 'six years old', 'characterOffsetBegin': 8, 'characterOffsetEnd': 21, 'ner': 'DURATION', 'normalizedNER': 'P6Y', 'timex': {'tid': 't1', 'type': 'DURATION', 'value': 'P6Y'}}]"
She wanted to learn to swim.	8ca3cedb-510e-4454-ba08-93eaa605563b_1	8ca3cedb-510e-4454-ba08-93eaa605563b	Swimmer	"[{'docTokenBegin': 6, 'docTokenEnd': 7, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 23, 'characterOffsetEnd': 26, 'ner': 'PERSON'}]"
Her mom took her to the pool.	8ca3cedb-510e-4454-ba08-93eaa605563b_2	8ca3cedb-510e-4454-ba08-93eaa605563b	Swimmer	"[{'docTokenBegin': 13, 'docTokenEnd': 14, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Her', 'characterOffsetBegin': 52, 'characterOffsetEnd': 55, 'ner': 'PERSON'}, {'docTokenBegin': 16, 'docTokenEnd': 17, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'her', 'characterOffsetBegin': 65, 'characterOffsetEnd': 68, 'ner': 'PERSON'}]"
"There, she patiently taught Ava the basics."	8ca3cedb-510e-4454-ba08-93eaa605563b_3	8ca3cedb-510e-4454-ba08-93eaa605563b	Swimmer	"[{'docTokenBegin': 23, 'docTokenEnd': 24, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'she', 'characterOffsetBegin': 89, 'characterOffsetEnd': 92, 'ner': 'PERSON'}]"
Soon Ava was paddling all by herself!	8ca3cedb-510e-4454-ba08-93eaa605563b_4	8ca3cedb-510e-4454-ba08-93eaa605563b	Swimmer	"[{'docTokenBegin': 31, 'docTokenEnd': 32, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Ava', 'characterOffsetBegin': 131, 'characterOffsetEnd': 134, 'ner': 'PERSON'}]"
James was walking down a street one afternoon.	271616db-90c2-4303-9c2b-64f4061ceb56_0	271616db-90c2-4303-9c2b-64f4061ceb56	The missing wallet	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'James', 'characterOffsetBegin': 0, 'characterOffsetEnd': 5, 'ner': 'PERSON'}, {'docTokenBegin': 6, 'docTokenEnd': 7, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'one', 'characterOffsetBegin': 32, 'characterOffsetEnd': 35, 'ner': 'NUMBER', 'normalizedNER': '1.0'}, {'docTokenBegin': 7, 'docTokenEnd': 8, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'afternoon', 'characterOffsetBegin': 36, 'characterOffsetEnd': 45, 'ner': 'TIME', 'normalizedNER': 'TAF', 'timex': {'tid': 't1', 'type': 'TIME', 'value': 'TAF'}}]"
He noticed a wallet lying on the ground.	271616db-90c2-4303-9c2b-64f4061ceb56_1	271616db-90c2-4303-9c2b-64f4061ceb56	The missing wallet	"[{'docTokenBegin': 9, 'docTokenEnd': 10, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 47, 'characterOffsetEnd': 49, 'ner': 'PERSON'}]"
He decided to bring it to the police station.	271616db-90c2-4303-9c2b-64f4061ceb56_2	271616db-90c2-4303-9c2b-64f4061ceb56	The missing wallet	"[{'docTokenBegin': 18, 'docTokenEnd': 19, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 88, 'characterOffsetEnd': 90, 'ner': 'PERSON'}]"
"That evening, the phone rang."	271616db-90c2-4303-9c2b-64f4061ceb56_3	271616db-90c2-4303-9c2b-64f4061ceb56	The missing wallet	"[{'docTokenBegin': 29, 'docTokenEnd': 30, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'evening', 'characterOffsetBegin': 139, 'characterOffsetEnd': 146, 'ner': 'TIME', 'normalizedNER': 'TEV', 'timex': {'tid': 't2', 'type': 'TIME', 'value': 'TEV'}}]"
The old man had called to thank James for returning his wallet.	271616db-90c2-4303-9c2b-64f4061ceb56_4	271616db-90c2-4303-9c2b-64f4061ceb56	The missing wallet	"[{'docTokenBegin': 42, 'docTokenEnd': 43, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'James', 'characterOffsetBegin': 196, 'characterOffsetEnd': 201, 'ner': 'PERSON'}, {'docTokenBegin': 45, 'docTokenEnd': 46, 'tokenBegin': 10, 'tokenEnd': 11, 'text': 'his', 'characterOffsetBegin': 216, 'characterOffsetEnd': 219, 'ner': 'PERSON'}]"
Chad's dog would always jump on people.	b93f956f-2256-4c6d-91d2-7675dff455f0_0	b93f956f-2256-4c6d-91d2-7675dff455f0	Dog's Behavior	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Chad', 'characterOffsetBegin': 0, 'characterOffsetEnd': 4, 'ner': 'PERSON'}]"
Chad couldn't bring his dog anywhere.	b93f956f-2256-4c6d-91d2-7675dff455f0_1	b93f956f-2256-4c6d-91d2-7675dff455f0	Dog's Behavior	"[{'docTokenBegin': 9, 'docTokenEnd': 10, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Chad', 'characterOffsetBegin': 40, 'characterOffsetEnd': 44, 'ner': 'PERSON'}, {'docTokenBegin': 13, 'docTokenEnd': 14, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'his', 'characterOffsetBegin': 60, 'characterOffsetEnd': 63, 'ner': 'PERSON'}]"
Chad decided to hire a dog trainer.	b93f956f-2256-4c6d-91d2-7675dff455f0_2	b93f956f-2256-4c6d-91d2-7675dff455f0	Dog's Behavior	"[{'docTokenBegin': 17, 'docTokenEnd': 18, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Chad', 'characterOffsetBegin': 78, 'characterOffsetEnd': 82, 'ner': 'PERSON'}, {'docTokenBegin': 23, 'docTokenEnd': 24, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'trainer', 'characterOffsetBegin': 105, 'characterOffsetEnd': 112, 'ner': 'TITLE'}]"
The trainer taught the dog how to behave.	b93f956f-2256-4c6d-91d2-7675dff455f0_3	b93f956f-2256-4c6d-91d2-7675dff455f0	Dog's Behavior	"[{'docTokenBegin': 26, 'docTokenEnd': 27, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'trainer', 'characterOffsetBegin': 118, 'characterOffsetEnd': 125, 'ner': 'TITLE'}]"
Chad was proud to finally show off his dog to others.	b93f956f-2256-4c6d-91d2-7675dff455f0_4	b93f956f-2256-4c6d-91d2-7675dff455f0	Dog's Behavior	"[{'docTokenBegin': 34, 'docTokenEnd': 35, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Chad', 'characterOffsetBegin': 156, 'characterOffsetEnd': 160, 'ner': 'PERSON'}, {'docTokenBegin': 41, 'docTokenEnd': 42, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'his', 'characterOffsetBegin': 191, 'characterOffsetEnd': 194, 'ner': 'PERSON'}]"
Karl was a good baseball player in his youth.	d869c6d9-4a06-4d94-bf97-dc37167a5520_0	d869c6d9-4a06-4d94-bf97-dc37167a5520	Sliding Into Second	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Karl', 'characterOffsetBegin': 0, 'characterOffsetEnd': 4, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 6, 'tokenBegin': 4, 'tokenEnd': 6, 'text': 'baseball player', 'characterOffsetBegin': 16, 'characterOffsetEnd': 31, 'ner': 'TITLE'}, {'docTokenBegin': 7, 'docTokenEnd': 8, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'his', 'characterOffsetBegin': 35, 'characterOffsetEnd': 38, 'ner': 'PERSON'}]"
"As a middle-aged man, he joined an adult baseball team."	d869c6d9-4a06-4d94-bf97-dc37167a5520_1	d869c6d9-4a06-4d94-bf97-dc37167a5520	Sliding Into Second	"[{'docTokenBegin': 15, 'docTokenEnd': 16, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'he', 'characterOffsetBegin': 68, 'characterOffsetEnd': 70, 'ner': 'PERSON'}]"
Karl is very competitive and will do anything to win.	d869c6d9-4a06-4d94-bf97-dc37167a5520_2	d869c6d9-4a06-4d94-bf97-dc37167a5520	Sliding Into Second	"[{'docTokenBegin': 22, 'docTokenEnd': 23, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Karl', 'characterOffsetBegin': 102, 'characterOffsetEnd': 106, 'ner': 'PERSON'}]"
"One day, he slid into second base to beat a throw and hurt his knee."	d869c6d9-4a06-4d94-bf97-dc37167a5520_3	d869c6d9-4a06-4d94-bf97-dc37167a5520	Sliding Into Second	"[{'docTokenBegin': 33, 'docTokenEnd': 35, 'tokenBegin': 0, 'tokenEnd': 2, 'text': 'One day', 'characterOffsetBegin': 156, 'characterOffsetEnd': 163, 'ner': 'DURATION', 'normalizedNER': 'P1D', 'timex': {'tid': 't1', 'type': 'DURATION', 'value': 'P1D'}}, {'docTokenBegin': 39, 'docTokenEnd': 40, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'second', 'characterOffsetBegin': 178, 'characterOffsetEnd': 184, 'ner': 'ORDINAL', 'normalizedNER': '2.0'}, {'docTokenBegin': 36, 'docTokenEnd': 37, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'he', 'characterOffsetBegin': 165, 'characterOffsetEnd': 167, 'ner': 'PERSON'}, {'docTokenBegin': 47, 'docTokenEnd': 48, 'tokenBegin': 14, 'tokenEnd': 15, 'text': 'his', 'characterOffsetBegin': 215, 'characterOffsetEnd': 218, 'ner': 'PERSON'}]"
The injury made Karl realize that he wasn't young anymore.	d869c6d9-4a06-4d94-bf97-dc37167a5520_4	d869c6d9-4a06-4d94-bf97-dc37167a5520	Sliding Into Second	"[{'docTokenBegin': 53, 'docTokenEnd': 54, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Karl', 'characterOffsetBegin': 241, 'characterOffsetEnd': 245, 'ner': 'PERSON'}, {'docTokenBegin': 56, 'docTokenEnd': 57, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'he', 'characterOffsetBegin': 259, 'characterOffsetEnd': 261, 'ner': 'PERSON'}]"
Nick was trying to buy a house.	f7559f25-0358-4f57-b079-dec2199b4ec3_0	f7559f25-0358-4f57-b079-dec2199b4ec3	The Roommate	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Nick', 'characterOffsetBegin': 0, 'characterOffsetEnd': 4, 'ner': 'PERSON'}]"
He lived with a roommate that he couldn't trust.	f7559f25-0358-4f57-b079-dec2199b4ec3_1	f7559f25-0358-4f57-b079-dec2199b4ec3	The Roommate	"[{'docTokenBegin': 8, 'docTokenEnd': 9, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 32, 'characterOffsetEnd': 34, 'ner': 'PERSON'}, {'docTokenBegin': 14, 'docTokenEnd': 15, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'he', 'characterOffsetBegin': 62, 'characterOffsetEnd': 64, 'ner': 'PERSON'}]"
His stuff always ended up missing from his bedroom.	f7559f25-0358-4f57-b079-dec2199b4ec3_2	f7559f25-0358-4f57-b079-dec2199b4ec3	The Roommate	"[{'docTokenBegin': 19, 'docTokenEnd': 20, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'His', 'characterOffsetBegin': 81, 'characterOffsetEnd': 84, 'ner': 'PERSON'}, {'docTokenBegin': 26, 'docTokenEnd': 27, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'his', 'characterOffsetBegin': 120, 'characterOffsetEnd': 123, 'ner': 'PERSON'}]"
He knew it had to be Nick so he decided he would move out.	f7559f25-0358-4f57-b079-dec2199b4ec3_3	f7559f25-0358-4f57-b079-dec2199b4ec3	The Roommate	"[{'docTokenBegin': 35, 'docTokenEnd': 36, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'Nick', 'characterOffsetBegin': 154, 'characterOffsetEnd': 158, 'ner': 'PERSON'}, {'docTokenBegin': 29, 'docTokenEnd': 30, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 133, 'characterOffsetEnd': 135, 'ner': 'PERSON'}, {'docTokenBegin': 37, 'docTokenEnd': 38, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'he', 'characterOffsetBegin': 162, 'characterOffsetEnd': 164, 'ner': 'PERSON'}, {'docTokenBegin': 39, 'docTokenEnd': 40, 'tokenBegin': 10, 'tokenEnd': 11, 'text': 'he', 'characterOffsetBegin': 173, 'characterOffsetEnd': 175, 'ner': 'PERSON'}]"
He found a place and moved out as fast as he could.	f7559f25-0358-4f57-b079-dec2199b4ec3_4	f7559f25-0358-4f57-b079-dec2199b4ec3	The Roommate	"[{'docTokenBegin': 44, 'docTokenEnd': 45, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 192, 'characterOffsetEnd': 194, 'ner': 'PERSON'}, {'docTokenBegin': 54, 'docTokenEnd': 55, 'tokenBegin': 10, 'tokenEnd': 11, 'text': 'he', 'characterOffsetBegin': 234, 'characterOffsetEnd': 236, 'ner': 'PERSON'}]"
Jody bought a goldfish from the pet store.	1e379d2b-69e8-485e-92ac-4c3daa41e364_0	1e379d2b-69e8-485e-92ac-4c3daa41e364	Fat Goldfish	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Jody', 'characterOffsetBegin': 0, 'characterOffsetEnd': 4, 'ner': 'PERSON'}]"
She noticed that the goldfish looked quite fat.	1e379d2b-69e8-485e-92ac-4c3daa41e364_1	1e379d2b-69e8-485e-92ac-4c3daa41e364	Fat Goldfish	"[{'docTokenBegin': 9, 'docTokenEnd': 10, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 43, 'characterOffsetEnd': 46, 'ner': 'PERSON'}]"
Her mom told her that the goldfish had too much to eat.	1e379d2b-69e8-485e-92ac-4c3daa41e364_2	1e379d2b-69e8-485e-92ac-4c3daa41e364	Fat Goldfish	"[{'docTokenBegin': 18, 'docTokenEnd': 19, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Her', 'characterOffsetBegin': 91, 'characterOffsetEnd': 94, 'ner': 'PERSON'}, {'docTokenBegin': 21, 'docTokenEnd': 22, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'her', 'characterOffsetBegin': 104, 'characterOffsetEnd': 107, 'ner': 'PERSON'}]"
Jody adjusted her pet's diet.	1e379d2b-69e8-485e-92ac-4c3daa41e364_3	1e379d2b-69e8-485e-92ac-4c3daa41e364	Fat Goldfish	"[{'docTokenBegin': 31, 'docTokenEnd': 32, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Jody', 'characterOffsetBegin': 147, 'characterOffsetEnd': 151, 'ner': 'PERSON'}, {'docTokenBegin': 33, 'docTokenEnd': 34, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'her', 'characterOffsetBegin': 161, 'characterOffsetEnd': 164, 'ner': 'PERSON'}]"
The goldfish got skinnier and healthier.	1e379d2b-69e8-485e-92ac-4c3daa41e364_4	1e379d2b-69e8-485e-92ac-4c3daa41e364	Fat Goldfish	[]
Jane had recently gotten a new job.	0dd3e2c3-3ea4-450a-97c4-42a54c426018_0	0dd3e2c3-3ea4-450a-97c4-42a54c426018	Jane's New Job	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Jane', 'characterOffsetBegin': 0, 'characterOffsetEnd': 4, 'ner': 'PERSON'}, {'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'recently', 'characterOffsetBegin': 9, 'characterOffsetEnd': 17, 'ner': 'DATE', 'normalizedNER': 'PAST_REF', 'timex': {'tid': 't1', 'type': 'DATE', 'value': 'PAST_REF'}}]"
She was nervous about her first day of work.	0dd3e2c3-3ea4-450a-97c4-42a54c426018_1	0dd3e2c3-3ea4-450a-97c4-42a54c426018	Jane's New Job	"[{'docTokenBegin': 13, 'docTokenEnd': 15, 'tokenBegin': 5, 'tokenEnd': 7, 'text': 'first day', 'characterOffsetBegin': 62, 'characterOffsetEnd': 71, 'ner': 'DATE', 'normalizedNER': 'P1D-#1', 'timex': {'tid': 't2', 'type': 'DATE', 'altValue': 'P1D-#1'}}, {'docTokenBegin': 8, 'docTokenEnd': 9, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 36, 'characterOffsetEnd': 39, 'ner': 'PERSON'}, {'docTokenBegin': 12, 'docTokenEnd': 13, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'her', 'characterOffsetBegin': 58, 'characterOffsetEnd': 61, 'ner': 'PERSON'}]"
"On the first day of work, Jane overslept."	0dd3e2c3-3ea4-450a-97c4-42a54c426018_2	0dd3e2c3-3ea4-450a-97c4-42a54c426018	Jane's New Job	"[{'docTokenBegin': 19, 'docTokenEnd': 22, 'tokenBegin': 1, 'tokenEnd': 4, 'text': 'the first day', 'characterOffsetBegin': 84, 'characterOffsetEnd': 97, 'ner': 'DURATION', 'normalizedNER': 'PXD', 'timex': {'tid': 't3', 'type': 'DURATION', 'value': 'PXD'}}, {'docTokenBegin': 25, 'docTokenEnd': 26, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'Jane', 'characterOffsetBegin': 107, 'characterOffsetEnd': 111, 'ner': 'PERSON'}]"
Jane arrived at work an hour late.	0dd3e2c3-3ea4-450a-97c4-42a54c426018_3	0dd3e2c3-3ea4-450a-97c4-42a54c426018	Jane's New Job	"[{'docTokenBegin': 28, 'docTokenEnd': 29, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Jane', 'characterOffsetBegin': 123, 'characterOffsetEnd': 127, 'ner': 'PERSON'}, {'docTokenBegin': 32, 'docTokenEnd': 34, 'tokenBegin': 4, 'tokenEnd': 6, 'text': 'an hour', 'characterOffsetBegin': 144, 'characterOffsetEnd': 151, 'ner': 'DURATION', 'normalizedNER': 'PT1H', 'timex': {'tid': 't4', 'type': 'DURATION', 'value': 'PT1H'}}]"
Jane did not make a good impression at her new job.	0dd3e2c3-3ea4-450a-97c4-42a54c426018_4	0dd3e2c3-3ea4-450a-97c4-42a54c426018	Jane's New Job	"[{'docTokenBegin': 36, 'docTokenEnd': 37, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Jane', 'characterOffsetBegin': 158, 'characterOffsetEnd': 162, 'ner': 'PERSON'}, {'docTokenBegin': 44, 'docTokenEnd': 45, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'her', 'characterOffsetBegin': 197, 'characterOffsetEnd': 200, 'ner': 'PERSON'}]"
Jill was going on a trip to the amazon.	865db3c4-a253-4d35-8766-25fc7e0a8cfb_0	865db3c4-a253-4d35-8766-25fc7e0a8cfb	The Amazon	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Jill', 'characterOffsetBegin': 0, 'characterOffsetEnd': 4, 'ner': 'PERSON'}]"
